part,octave,stepname,step,alter,duration,dx,dy,angle
Piano,2,E,4,-1,3,0.008714526,-0.185612659,0.00746632
Piano,2,E,4,-1,3,0.010228204,-0.18553654,0.008764811
Piano,2,E,4,-1,3,0.010606624,-0.185514792,0.009089434
Piano,2,E,4,-1,3,0.012874967,-0.185371254,0.011037169
Piano,2,E,4,-1,3,0.019295052,-0.184812323,0.016555754
Piano,2,E,4,-1,3,0.019671297,-0.184773177,0.016880377
Piano,2,E,4,-1,3,0.020047542,-0.184731855,0.017204999
Piano,2,E,4,-1,3,0.052887407,-0.178131259,0.045934102
Piano,2,E,4,-1,12,0.053976995,-0.177805036,0.046907969
Piano,2,E,4,-1,3,0.057411044,-0.176726322,0.049991884
Piano,2,E,4,-1,12,0.058491932,-0.176371826,0.050965752
Piano,2,E,4,-1,3,0.064216073,-0.174368811,0.056159714
Piano,2,E,4,-1,12,0.065281738,-0.173972993,0.057133582
Piano,2,E,4,-1,3,0.155839298,0.101201156,0.341665314
Piano,2,E,4,-1,6,0.167565957,-0.080311957,0.178867067
Piano,2,E,4,-1,6,0.168416314,-0.078513376,0.180571336
Piano,2,E,4,-1,3,0.173788133,-0.065768899,0.192420062
Piano,2,E,4,-1,3,0.173922972,-0.065414402,0.192744684
Piano,2,E,4,-1,3,0.174055636,-0.065059906,0.193069307
Piano,2,E,4,-1,3,0.174579769,-0.06363757,0.194367797
Piano,2,E,4,-1,3,0.174710259,-0.063280898,0.19469242
Piano,2,E,4,-1,3,0.174838574,-0.062924227,0.195017043
Piano,2,E,4,-1,3,0.175345308,-0.061495367,0.196315533
Piano,2,E,4,-1,3,0.175471448,-0.061138695,0.196640156
Piano,2,E,4,-1,3,0.175595413,-0.060779849,0.196964778
Piano,2,E,4,-1,3,0.176326154,-0.058626772,0.198912514
Piano,2,E,4,-1,3,0.176798091,-0.057187037,0.200211005
Piano,2,E,4,-1,3,0.176915532,-0.056826016,0.200535627
Piano,2,E,4,-1,3,0.177596252,-0.05465554,0.202483363
Piano,2,E,4,-1,3,0.179531847,-0.047917931,0.208488882
Piano,2,E,4,-1,3,0.179629714,-0.047550385,0.208813504
Piano,2,E,4,-1,3,0.179727581,-0.047185015,0.209138127
Piano,2,E,4,-1,6,0.182239505,-0.036291314,0.218714494
Piano,2,E,4,-1,3,0.182652722,0.034151285,0.279418925
Piano,2,E,4,0,3,-0.191904429,-0.008077302,0.756695342
Piano,2,E,4,0,3,-0.190819192,-0.02193964,0.768219445
Piano,2,E,4,0,24,-0.190762646,-0.022426801,0.768625223
Piano,2,E,4,0,6,-0.184747079,0.052552484,0.705891901
Piano,2,E,4,0,24,-0.157533487,-0.109891759,0.846940432
Piano,2,E,4,0,12,-0.112962613,-0.155345612,0.899935075
Piano,2,E,4,0,6,-0.012722729,-0.191654325,0.989449765
Piano,2,E,4,0,6,-0.012331261,-0.191678248,0.989774387
Piano,2,E,4,0,3,0.134267203,0.137348931,0.376805713
Piano,2,E,4,0,3,0.13786219,0.133740896,0.372585619
Piano,2,E,4,0,3,0.16441681,0.099298184,0.336471352
Piano,2,E,4,0,6,0.19134115,0.016776604,0.263918195
Piano,2,E,4,0,6,0.19183701,-0.009545309,0.242087323
Piano,2,F,5,-1,6,-0.183722736,0.056027855,0.702889141
Piano,2,F,5,-1,6,0.170945636,-0.087580224,0.174646973
Piano,2,F,5,0,3,-0.19569515,-0.022096227,0.767894822
Piano,2,F,5,0,24,-0.195603808,-0.022894388,0.768544068
Piano,2,F,5,0,12,-0.194538143,-0.030654166,0.774874209
Piano,2,F,5,0,12,-0.194490297,-0.030952117,0.775117676
Piano,2,F,5,0,12,-0.194364157,-0.031745928,0.775766921
Piano,2,F,5,0,12,-0.194314136,-0.032041704,0.776010388
Piano,2,F,5,0,12,-0.194181472,-0.032835516,0.776659633
Piano,2,F,5,0,12,-0.194131451,-0.033131292,0.7769031
Piano,2,F,5,0,12,-0.193837849,-0.034812432,0.778282746
Piano,2,F,5,0,12,-0.193783479,-0.035110383,0.778526213
Piano,2,F,5,0,12,-0.193674737,-0.035701936,0.779013147
Piano,2,F,5,0,12,-0.193620367,-0.035997712,0.779256614
Piano,2,F,5,0,12,-0.188257247,-0.057830786,0.797435481
Piano,2,F,5,0,12,-0.185808394,0.065270864,0.696234378
Piano,2,F,5,0,6,-0.182654897,-0.073633068,0.810988476
Piano,2,F,5,0,36,-0.182617924,-0.073726585,0.811069632
Piano,2,F,5,0,24,-0.182276477,0.074563893,0.688199968
Piano,2,F,5,0,24,-0.180838917,0.077989243,0.685197208
Piano,2,F,5,0,12,-0.163340271,-0.110022248,0.844343451
Piano,2,F,5,0,12,-0.163170635,-0.110272353,0.844586918
Piano,2,F,5,0,12,-0.162720446,-0.11093785,0.845236163
Piano,2,F,5,0,12,-0.162550809,-0.11118578,0.84547963
Piano,2,F,5,0,24,-0.161637383,-0.112508074,0.84677812
Piano,2,F,5,0,12,-0.161465571,-0.112756004,0.847021587
Piano,2,F,5,0,12,-0.161291585,-0.113003934,0.847265054
Piano,2,F,5,0,3,-0.101340345,0.168864328,0.586024996
Piano,2,F,5,0,6,-0.094633183,-0.172711594,0.92022399
Piano,2,F,5,0,6,-0.09392854,-0.173096538,0.920873235
Piano,2,F,5,0,3,-0.079600789,0.180134274,0.566223016
Piano,2,F,5,0,3,-0.078865698,0.180458323,0.56557377
Piano,2,F,5,0,36,-0.062850283,0.186641352,0.551696153
Piano,2,F,5,0,3,-0.062469688,0.186767492,0.551371531
Piano,2,F,5,0,3,0.008433973,-0.19675864,0.006817075
Piano,2,F,5,0,3,0.008834141,-0.196741241,0.007141698
Piano,2,F,5,0,3,0.01645038,-0.196249731,0.013309528
Piano,2,F,5,0,3,0.022844367,-0.195610332,0.01850349
Piano,2,F,5,0,3,0.023244535,-0.195562486,0.018828112
Piano,2,F,5,0,3,0.023642528,-0.19551464,0.019152735
Piano,2,F,5,0,6,0.032487544,0.194240192,0.473624412
Piano,2,F,5,0,6,0.036343509,0.193555122,0.470459341
Piano,2,F,5,0,3,0.053642072,-0.189492548,0.04390521
Piano,2,F,5,0,12,0.054801254,-0.1891598,0.044879078
Piano,2,F,5,0,3,0.141072232,0.137416351,0.372910242
Piano,2,F,5,0,3,0.166037055,0.105907479,0.340366824
