AgeGrp,Year,Male,Female,Total
57,2058,10.527,3.839,14.366
57,2059,9.076,4.814,13.89
57,2060,8.993,5.857,14.85
57,2061,10.299,7.489,17.788
57,2062,12.942,9.862,22.804
57,2063,14.362,10.76,25.122
57,2064,16.065,11.681,27.746
57,2065,17.626,12.6,30.226
57,2066,18.895,13.502,32.397
57,2067,19.825,14.271,34.096
57,2068,20.415,14.92,35.335
57,2069,20.746,15.429,36.175
57,2070,21.033,15.782,36.815
57,2071,21.324,16.088,37.412
57,2072,21.553,16.283,37.836
57,2073,21.624,16.316,37.94
57,2074,21.463,16.184,37.647
57,2075,21.281,15.937,37.218
57,2076,20.903,15.427,36.33
57,2077,20.879,15.366,36.245
57,2078,20.717,15.378,36.095
57,2079,19.371,14.112,33.483
57,2080,18.529,13.297,31.826
57,2081,18.261,13.026,31.287
57,2082,18.03,12.794,30.824
57,2083,17.85,12.613,30.463
57,2084,17.752,12.51,30.262
57,2085,17.745,12.496,30.241
57,2086,17.817,12.557,30.374
57,2087,17.944,12.673,30.617
57,2088,18.163,12.878,31.041
57,2089,18.469,13.164,31.633
57,2090,18.872,13.548,32.42
57,2091,19.303,13.958,33.261
57,2092,19.854,14.479,34.333
57,2093,20.337,14.94,35.277
57,2094,20.881,15.459,36.34
57,2095,21.413,15.966,37.379
57,2096,21.907,16.438,38.345
57,2097,22.371,16.877,39.248
57,2098,22.765,17.251,40.016
57,2099,23.134,17.604,40.738
57,2100,23.518,17.967,41.485
57,2101,23.741,18.178,41.919
58,1950,0.065,0.066,0.131
58,1951,0.067,0.069,0.136
58,1952,0.068,0.07,0.138
58,1953,0.069,0.071,0.14
58,1954,0.071,0.074,0.145
58,1955,0.073,0.074,0.147
58,1956,0.075,0.076,0.151
58,1957,0.076,0.077,0.153
58,1958,0.076,0.079,0.155
58,1959,0.078,0.08,0.158
58,1960,0.083,0.083,0.166
58,1961,0.089,0.086,0.175
58,1962,0.098,0.093,0.191
58,1963,0.11,0.099,0.209
58,1964,0.124,0.106,0.23
58,1965,0.14,0.113,0.253
58,1966,0.16,0.123,0.283
58,1967,0.18,0.132,0.312
58,1968,0.204,0.145,0.349
58,1969,0.229,0.157,0.386
58,1970,0.256,0.171,0.427
58,1971,0.27,0.175,0.445
58,1972,0.273,0.181,0.454
58,1973,0.285,0.184,0.469
58,1974,0.3,0.191,0.491
58,1975,0.315,0.199,0.514
58,1976,0.325,0.203,0.528
58,1977,0.338,0.209,0.547
58,1978,0.352,0.213,0.565
58,1979,0.38,0.219,0.599
58,1980,0.414,0.227,0.641
58,1981,0.436,0.234,0.67
58,1982,0.459,0.236,0.695
58,1983,0.494,0.242,0.736
58,1984,0.552,0.25,0.802
58,1985,0.634,0.265,0.899
58,1986,0.709,0.269,0.978
58,1987,0.753,0.281,1.034
58,1988,0.802,0.3,1.102
58,1989,0.888,0.327,1.215
58,1990,0.979,0.352,1.331
58,1991,1.047,0.375,1.422
58,1992,1.113,0.396,1.509
58,1993,1.173,0.416,1.589
58,1994,1.244,0.44,1.684
58,1995,1.288,0.461,1.749
58,1996,1.301,0.476,1.777
58,1997,1.322,0.491,1.813
58,1998,1.404,0.514,1.918
58,1999,1.528,0.547,2.075
58,2000,1.681,0.564,2.245
58,2001,1.869,0.602,2.471
58,2002,2.082,0.631,2.713
58,2003,2.336,0.665,3.001
58,2004,2.631,0.703,3.334
58,2005,2.758,0.774,3.532
58,2006,3.016,0.855,3.871
58,2007,3.334,0.911,4.245
58,2008,3.673,0.976,4.649
58,2009,4.114,1.106,5.22
58,2010,4.634,1.271,5.905
58,2011,5.259,1.491,6.75
58,2012,5.823,1.662,7.485
58,2013,6.503,1.854,8.357
58,2014,7.13,2.027,9.157
58,2015,8.246,2.189,10.435
58,2016,9.83,2.456,12.286
58,2017,10.513,2.663,13.176
58,2018,10.35,2.885,13.235
58,2019,9.161,3.025,12.186
58,2020,9.148,3.202,12.35
58,2021,9.971,3.319,13.29
58,2022,10.974,3.556,14.53
58,2023,11.381,3.742,15.123
58,2024,11.859,3.925,15.784
58,2025,12.297,4.101,16.398
58,2026,12.958,4.27,17.228
58,2027,13.758,4.477,18.235
58,2028,14.911,4.712,19.623
58,2029,16.05,4.904,20.954
58,2030,17.006,5.081,22.087
58,2031,17.922,5.368,23.29
58,2032,18.648,5.726,24.374
58,2033,19.793,6.142,25.935
58,2034,20.97,6.669,27.639
58,2035,22.11,7.206,29.316
58,2036,23.7,7.716,31.416
58,2037,25.42,8.203,33.623
58,2038,27.582,8.728,36.31
58,2039,29.202,9.271,38.473
58,2040,30.16,9.641,39.801
58,2041,31.411,10.154,41.565
58,2042,31.433,10.655,42.088
58,2043,31.123,11.033,42.156
58,2044,30.834,11.336,42.17
58,2045,29.445,11.524,40.969
58,2046,29.302,11.591,40.893
58,2047,29.323,11.279,40.602
58,2048,26.985,10.515,37.5
58,2049,23.431,9.781,33.212
58,2050,21.055,8.98,30.035
58,2051,20.426,8.087,28.513
58,2052,19.918,7.109,27.027
58,2053,18.766,5.757,24.523
58,2054,18.035,4.365,22.4
58,2055,18.133,3.268,21.401
58,2056,17.47,2.756,20.226
58,2057,15.374,2.724,18.098
58,2058,12.497,3,15.497
58,2059,9.678,3.653,13.331
58,2060,8.23,4.627,12.857
58,2061,8.147,5.669,13.816
58,2062,9.452,7.298,16.75
58,2063,12.089,9.667,21.756
58,2064,13.508,10.565,24.073
58,2065,15.208,11.485,26.693
58,2066,16.767,12.403,29.17
58,2067,18.035,13.304,31.339
58,2068,18.964,14.072,33.036
58,2069,19.553,14.721,34.274
58,2070,19.884,15.23,35.114
58,2071,20.171,15.583,35.754
58,2072,20.462,15.889,36.351
58,2073,20.691,16.084,36.775
58,2074,20.762,16.118,36.88
58,2075,20.603,15.986,36.589
58,2076,20.421,15.74,36.161
58,2077,20.044,15.231,35.275
58,2078,20.022,15.169,35.191
58,2079,19.859,15.182,35.041
58,2080,18.516,13.917,32.433
58,2081,17.676,13.104,30.78
58,2082,17.408,12.833,30.241
58,2083,17.178,12.602,29.78
58,2084,16.999,12.421,29.42
58,2085,16.901,12.319,29.22
58,2086,16.895,12.305,29.2
58,2087,16.967,12.366,29.333
58,2088,17.094,12.482,29.576
58,2089,17.314,12.687,30.001
58,2090,17.62,12.973,30.593
58,2091,18.022,13.357,31.379
58,2092,18.454,13.766,32.22
58,2093,19.004,14.287,33.291
58,2094,19.487,14.748,34.235
58,2095,20.03,15.267,35.297
58,2096,20.563,15.774,36.337
58,2097,21.057,16.246,37.303
58,2098,21.52,16.685,38.205
58,2099,21.914,17.059,38.973
58,2100,22.284,17.412,39.696
58,2101,22.667,17.775,40.442
59,1950,0.062,0.064,0.126
59,1951,0.064,0.065,0.129
59,1952,0.065,0.068,0.133
59,1953,0.067,0.069,0.136
59,1954,0.067,0.07,0.137
59,1955,0.069,0.073,0.142
59,1956,0.071,0.073,0.144
59,1957,0.073,0.075,0.148
59,1958,0.074,0.076,0.15
59,1959,0.075,0.078,0.153
59,1960,0.079,0.08,0.159
59,1961,0.085,0.083,0.168
59,1962,0.094,0.087,0.181
59,1963,0.104,0.094,0.198
59,1964,0.117,0.102,0.219
59,1965,0.132,0.109,0.241
59,1966,0.149,0.115,0.264
59,1967,0.17,0.126,0.296
59,1968,0.191,0.136,0.327
59,1969,0.216,0.149,0.365
59,1970,0.243,0.163,0.406
59,1971,0.248,0.166,0.414
59,1972,0.261,0.17,0.431
59,1973,0.263,0.175,0.438
59,1974,0.274,0.177,0.451
59,1975,0.288,0.184,0.472
59,1976,0.303,0.192,0.495
59,1977,0.312,0.195,0.507
59,1978,0.324,0.2,0.524
59,1979,0.337,0.203,0.54
59,1980,0.366,0.209,0.575
59,1981,0.4,0.217,0.617
59,1982,0.422,0.223,0.645
59,1983,0.445,0.224,0.669
59,1984,0.479,0.23,0.709
59,1985,0.54,0.237,0.777
59,1986,0.623,0.252,0.875
59,1987,0.68,0.26,0.94
59,1988,0.716,0.273,0.989
59,1989,0.762,0.292,1.054
59,1990,0.84,0.318,1.158
59,1991,0.922,0.341,1.263
59,1992,0.985,0.364,1.349
59,1993,1.045,0.384,1.429
59,1994,1.098,0.403,1.501
59,1995,1.156,0.423,1.579
59,1996,1.183,0.441,1.624
59,1997,1.185,0.455,1.64
59,1998,1.238,0.472,1.71
59,1999,1.324,0.494,1.818
59,2000,1.445,0.524,1.969
59,2001,1.594,0.539,2.133
59,2002,1.779,0.575,2.354
59,2003,1.992,0.601,2.593
59,2004,2.246,0.631,2.877
59,2005,2.375,0.69,3.065
59,2006,2.54,0.765,3.305
59,2007,2.9,0.857,3.757
59,2008,3.146,0.886,4.032
59,2009,3.458,0.969,4.427
59,2010,3.884,1.141,5.025
59,2011,4.4,1.303,5.703
59,2012,4.896,1.453,6.349
59,2013,5.493,1.625,7.118
59,2014,6.146,1.801,7.947
59,2015,6.838,1.975,8.813
59,2016,8.082,2.214,10.296
59,2017,8.644,2.459,11.103
59,2018,8.84,2.529,11.369
59,2019,8.561,2.745,11.306
59,2020,8.275,2.963,11.238
59,2021,8.741,3.048,11.789
59,2022,9.845,3.278,13.123
59,2023,10.274,3.383,13.657
59,2024,10.68,3.569,14.249
59,2025,11.157,3.751,14.908
59,2026,11.595,3.927,15.522
59,2027,12.255,4.096,16.351
59,2028,13.052,4.303,17.355
59,2029,14.202,4.537,18.739
59,2030,15.338,4.729,20.067
59,2031,16.291,4.905,21.196
59,2032,17.205,5.192,22.397
59,2033,17.931,5.549,23.48
59,2034,19.073,5.965,25.038
59,2035,20.247,6.49,26.737
59,2036,21.385,7.026,28.411
59,2037,22.972,7.535,30.507
59,2038,24.688,8.021,32.709
59,2039,26.844,8.545,35.389
59,2040,28.461,9.088,37.549
59,2041,29.418,9.457,38.875
59,2042,30.667,9.969,40.636
59,2043,30.692,10.47,41.162
59,2044,30.384,10.847,41.231
59,2045,30.097,11.15,41.247
59,2046,28.714,11.339,40.053
59,2047,28.573,11.405,39.978
59,2048,28.595,11.094,39.689
59,2049,26.265,10.332,36.597
59,2050,22.722,9.6,32.322
59,2051,20.352,8.802,29.154
59,2052,19.726,7.91,27.636
59,2053,19.22,6.935,26.155
59,2054,18.072,5.586,23.658
59,2055,17.343,4.196,21.539
59,2056,17.442,3.101,20.543
59,2057,16.781,2.59,19.371
59,2058,14.69,2.558,17.248
59,2059,11.82,2.834,14.654
59,2060,9.008,3.486,12.494
59,2061,7.563,4.458,12.021
59,2062,7.481,5.498,12.979
59,2063,8.783,7.126,15.909
59,2064,11.416,9.492,20.908
59,2065,12.831,10.388,23.219
59,2066,14.529,11.307,25.836
59,2067,16.086,12.224,28.31
59,2068,17.351,13.125,30.476
59,2069,18.279,13.892,32.171
59,2070,18.868,14.54,33.408
59,2071,19.199,15.049,34.248
59,2072,19.487,15.402,34.889
59,2073,19.778,15.707,35.485
59,2074,20.007,15.903,35.91
59,2075,20.079,15.937,36.016
59,2076,19.92,15.806,35.726
59,2077,19.739,15.56,35.299
59,2078,19.363,15.052,34.415
59,2079,19.341,14.991,34.332
59,2080,19.18,15.004,34.184
59,2081,17.84,13.741,31.581
59,2082,17.001,12.929,29.93
59,2083,16.734,12.659,29.393
59,2084,16.505,12.428,28.933
59,2085,16.326,12.248,28.574
59,2086,16.229,12.145,28.374
59,2087,16.223,12.132,28.355
59,2088,16.296,12.193,28.489
59,2089,16.423,12.309,28.732
59,2090,16.643,12.515,29.158
59,2091,16.949,12.801,29.75
59,2092,17.351,13.184,30.535
59,2093,17.782,13.594,31.376
59,2094,18.333,14.114,32.447
59,2095,18.815,14.575,33.39
59,2096,19.359,15.094,34.453
59,2097,19.891,15.601,35.492
59,2098,20.385,16.073,36.458
59,2099,20.848,16.512,37.36
59,2100,21.242,16.885,38.127
59,2101,21.612,17.239,38.851
60,1950,0.06,0.061,0.121
60,1951,0.06,0.063,0.123
60,1952,0.062,0.064,0.126
60,1953,0.063,0.067,0.13
60,1954,0.065,0.067,0.132
60,1955,0.066,0.068,0.134
60,1956,0.067,0.071,0.138
60,1957,0.07,0.071,0.141
60,1958,0.071,0.073,0.144
60,1959,0.073,0.075,0.148
60,1960,0.075,0.078,0.153
60,1961,0.08,0.08,0.16
60,1962,0.089,0.084,0.173
60,1963,0.099,0.089,0.188
60,1964,0.11,0.096,0.206
60,1965,0.124,0.104,0.228
60,1966,0.139,0.111,0.25
60,1967,0.158,0.119,0.277
60,1968,0.18,0.13,0.31
60,1969,0.201,0.14,0.341
60,1970,0.227,0.153,0.38
60,1971,0.234,0.158,0.392
60,1972,0.24,0.161,0.401
60,1973,0.251,0.165,0.416
60,1974,0.253,0.169,0.422
60,1975,0.262,0.17,0.432
60,1976,0.275,0.177,0.452
60,1977,0.29,0.184,0.474
60,1978,0.3,0.186,0.486
60,1979,0.31,0.191,0.501
60,1980,0.322,0.194,0.516
60,1981,0.351,0.199,0.55
60,1982,0.387,0.207,0.594
60,1983,0.408,0.212,0.62
60,1984,0.43,0.211,0.641
60,1985,0.463,0.216,0.679
60,1986,0.526,0.224,0.75
60,1987,0.598,0.244,0.842
60,1988,0.647,0.253,0.9
60,1989,0.678,0.266,0.944
60,1990,0.719,0.284,1.003
60,1991,0.79,0.309,1.099
60,1992,0.863,0.33,1.193
60,1993,0.921,0.352,1.273
60,1994,0.975,0.371,1.346
60,1995,1.022,0.388,1.41
60,1996,1.065,0.406,1.471
60,1997,1.075,0.421,1.496
60,1998,1.103,0.437,1.54
60,1999,1.161,0.452,1.613
60,2000,1.243,0.474,1.717
60,2001,1.36,0.501,1.861
60,2002,1.506,0.515,2.021
60,2003,1.688,0.548,2.236
60,2004,1.9,0.571,2.471
60,2005,1.972,0.581,2.553
60,2006,2.15,0.687,2.837
60,2007,2.479,0.76,3.239
60,2008,2.701,0.792,3.493
60,2009,2.895,0.86,3.755
60,2010,3.15,0.987,4.137
60,2011,3.59,1.14,4.73
60,2012,4.033,1.264,5.297
60,2013,4.531,1.414,5.945
60,2014,5.19,1.584,6.774
60,2015,5.73,1.766,7.496
60,2016,6.46,1.993,8.453
60,2017,6.904,2.233,9.137
60,2018,7.136,2.332,9.468
60,2019,7.29,2.386,9.676
60,2020,7.49,2.693,10.183
60,2021,7.894,2.82,10.714
60,2022,8.62,3.007,11.627
60,2023,9.332,3.155,12.487
60,2024,9.761,3.26,13.021
60,2025,10.166,3.445,13.611
60,2026,10.642,3.628,14.27
60,2027,11.079,3.803,14.882
60,2028,11.737,3.971,15.708
60,2029,12.532,4.178,16.71
60,2030,13.678,4.412,18.09
60,2031,14.81,4.604,19.414
60,2032,15.761,4.779,20.54
60,2033,16.673,5.065,21.738
60,2034,17.397,5.422,22.819
60,2035,18.537,5.837,24.374
60,2036,19.708,6.361,26.069
60,2037,20.844,6.896,27.74
60,2038,22.426,7.404,29.83
60,2039,24.138,7.889,32.027
60,2040,26.289,8.412,34.701
60,2041,27.902,8.953,36.855
60,2042,28.858,9.322,38.18
60,2043,30.105,9.834,39.939
60,2044,30.131,10.333,40.464
60,2045,29.826,10.71,40.536
60,2046,29.542,11.013,40.555
60,2047,28.166,11.202,39.368
60,2048,28.026,11.269,39.295
60,2049,28.05,10.959,39.009
60,2050,25.728,10.199,35.927
60,2051,22.196,9.469,31.665
60,2052,19.835,8.672,28.507
60,2053,19.211,7.784,26.995
60,2054,18.708,6.81,25.518
60,2055,17.563,5.464,23.027
60,2056,16.837,4.077,20.914
60,2057,16.936,2.985,19.921
60,2058,16.277,2.474,18.751
60,2059,14.193,2.443,16.636
60,2060,11.33,2.718,14.048
60,2061,8.525,3.369,11.894
60,2062,7.084,4.34,11.424
60,2063,7.002,5.379,12.381
60,2064,8.302,7.003,15.305
60,2065,10.929,9.365,20.294
60,2066,12.342,10.261,22.603
60,2067,14.037,11.179,25.216
60,2068,15.591,12.094,27.685
60,2069,16.855,12.994,29.849
60,2070,17.781,13.761,31.542
60,2071,18.37,14.408,32.778
60,2072,18.701,14.917,33.618
60,2073,18.988,15.27,34.258
60,2074,19.28,15.575,34.855
60,2075,19.509,15.771,35.28
60,2076,19.581,15.805,35.386
60,2077,19.423,15.675,35.098
60,2078,19.244,15.43,34.674
60,2079,18.869,14.923,33.792
60,2080,18.848,14.863,33.711
60,2081,18.687,14.875,33.562
60,2082,17.349,13.614,30.963
60,2083,16.512,12.804,29.316
60,2084,16.247,12.534,28.781
60,2085,16.018,12.304,28.322
60,2086,15.84,12.124,27.964
60,2087,15.744,12.022,27.766
60,2088,15.738,12.009,27.747
60,2089,15.811,12.071,27.882
60,2090,15.939,12.186,28.125
60,2091,16.159,12.392,28.551
60,2092,16.465,12.678,29.143
60,2093,16.867,13.061,29.928
60,2094,17.298,13.471,30.769
60,2095,17.848,13.991,31.839
60,2096,18.33,14.452,32.782
60,2097,18.874,14.971,33.845
60,2098,19.406,15.478,34.884
60,2099,19.9,15.95,35.85
60,2100,20.363,16.388,36.751
60,2101,20.757,16.762,37.519
61,1950,0.056,0.058,0.114
61,1951,0.058,0.06,0.118
61,1952,0.059,0.062,0.121
61,1953,0.06,0.062,0.122
61,1954,0.062,0.065,0.127
61,1955,0.063,0.066,0.129
61,1956,0.064,0.067,0.131
61,1957,0.066,0.07,0.136
61,1958,0.068,0.07,0.138
61,1959,0.071,0.072,0.143
61,1960,0.072,0.074,0.146
61,1961,0.077,0.077,0.154
61,1962,0.084,0.08,0.164
61,1963,0.094,0.085,0.179
61,1964,0.105,0.091,0.196
61,1965,0.116,0.097,0.213
61,1966,0.13,0.106,0.236
61,1967,0.147,0.113,0.26
61,1968,0.167,0.122,0.289
61,1969,0.189,0.133,0.322
61,1970,0.211,0.144,0.355
61,1971,0.219,0.148,0.367
61,1972,0.226,0.152,0.378
61,1973,0.231,0.156,0.387
61,1974,0.242,0.16,0.402
61,1975,0.242,0.163,0.405
61,1976,0.251,0.163,0.414
61,1977,0.263,0.17,0.433
61,1978,0.277,0.177,0.454
61,1979,0.286,0.178,0.464
61,1980,0.296,0.182,0.478
61,1981,0.307,0.184,0.491
61,1982,0.337,0.188,0.525
61,1983,0.373,0.196,0.569
61,1984,0.394,0.2,0.594
61,1985,0.415,0.199,0.614
61,1986,0.448,0.203,0.651
61,1987,0.506,0.216,0.722
61,1988,0.569,0.237,0.806
61,1989,0.613,0.245,0.858
61,1990,0.639,0.258,0.897
61,1991,0.677,0.276,0.953
61,1992,0.739,0.3,1.039
61,1993,0.804,0.318,1.122
61,1994,0.856,0.339,1.195
61,1995,0.905,0.357,1.262
61,1996,0.945,0.373,1.318
61,1997,0.972,0.388,1.36
61,1998,0.995,0.403,1.398
61,1999,1.027,0.418,1.445
61,2000,1.081,0.433,1.514
61,2001,1.159,0.453,1.612
61,2002,1.274,0.479,1.753
61,2003,1.416,0.49,1.906
61,2004,1.595,0.521,2.116
61,2005,1.528,0.5,2.028
61,2006,1.759,0.581,2.34
61,2007,2,0.687,2.687
61,2008,2.21,0.708,2.918
61,2009,2.449,0.739,3.188
61,2010,2.547,0.876,3.423
61,2011,2.84,0.965,3.805
61,2012,3.279,1.105,4.384
61,2013,3.664,1.225,4.889
61,2014,4.295,1.383,5.678
61,2015,4.739,1.529,6.268
61,2016,5.227,1.78,7.007
61,2017,5.604,1.966,7.57
61,2018,5.927,2.074,8.001
61,2019,6.094,2.159,8.253
61,2020,6.448,2.4,8.848
61,2021,7.133,2.559,9.692
61,2022,7.777,2.78,10.557
61,2023,8.109,2.884,10.993
61,2024,8.818,3.032,11.85
61,2025,9.246,3.136,12.382
61,2026,9.65,3.321,12.971
61,2027,10.124,3.503,13.627
61,2028,10.56,3.678,14.238
61,2029,11.216,3.846,15.062
61,2030,12.008,4.052,16.06
61,2031,13.15,4.285,17.435
61,2032,14.279,4.477,18.756
61,2033,15.227,4.652,19.879
61,2034,16.137,4.938,21.075
61,2035,16.859,5.294,22.153
61,2036,17.996,5.707,23.703
61,2037,19.164,6.23,25.394
61,2038,20.297,6.764,27.061
61,2039,21.875,7.271,29.146
61,2040,23.582,7.754,31.336
61,2041,25.726,8.277,34.003
61,2042,27.335,8.817,36.152
61,2043,28.29,9.186,37.476
61,2044,29.535,9.696,39.231
61,2045,29.563,10.195,39.758
61,2046,29.261,10.571,39.832
61,2047,28.981,10.874,39.855
61,2048,27.611,11.062,38.673
61,2049,27.473,11.13,38.603
61,2050,27.499,10.821,38.32
61,2051,25.186,10.064,35.25
61,2052,21.666,9.336,31.002
61,2053,19.313,8.542,27.855
61,2054,18.692,7.655,26.347
61,2055,18.191,6.684,24.875
61,2056,17.052,5.341,22.393
61,2057,16.328,3.958,20.286
61,2058,16.428,2.868,19.296
61,2059,15.772,2.359,18.131
61,2060,13.694,2.327,16.021
61,2061,10.839,2.602,13.441
61,2062,8.042,3.252,11.294
61,2063,6.605,4.221,10.826
61,2064,6.524,5.258,11.782
61,2065,7.82,6.88,14.7
61,2066,10.442,9.238,19.68
61,2067,11.852,10.132,21.984
61,2068,13.543,11.049,24.592
61,2069,15.094,11.963,27.057
61,2070,16.356,12.862,29.218
61,2071,17.281,13.628,30.909
61,2072,17.869,14.275,32.144
61,2073,18.2,14.783,32.983
61,2074,18.488,15.136,33.624
61,2075,18.779,15.442,34.221
61,2076,19.009,15.637,34.646
61,2077,19.081,15.672,34.753
61,2078,18.924,15.542,34.466
61,2079,18.746,15.298,34.044
61,2080,18.373,14.792,33.165
61,2081,18.352,14.733,33.085
61,2082,18.192,14.746,32.938
61,2083,16.858,13.487,30.345
61,2084,16.022,12.677,28.699
61,2085,15.758,12.409,28.167
61,2086,15.53,12.179,27.709
61,2087,15.353,11.999,27.352
61,2088,15.257,11.898,27.155
61,2089,15.252,11.885,27.137
61,2090,15.326,11.947,27.273
61,2091,15.454,12.063,27.517
61,2092,15.674,12.269,27.943
61,2093,15.979,12.555,28.534
61,2094,16.382,12.938,29.32
61,2095,16.812,13.347,30.159
61,2096,17.362,13.868,31.23
61,2097,17.844,14.328,32.172
61,2098,18.387,14.847,33.234
61,2099,18.919,15.354,34.273
61,2100,19.413,15.825,35.238
61,2101,19.876,16.264,36.14
62,1950,0.054,0.055,0.109
62,1951,0.054,0.057,0.111
62,1952,0.057,0.058,0.115
62,1953,0.057,0.06,0.117
62,1954,0.059,0.061,0.12
62,1955,0.06,0.064,0.124
62,1956,0.062,0.065,0.127
62,1957,0.062,0.066,0.128
62,1958,0.064,0.068,0.132
62,1959,0.067,0.069,0.136
62,1960,0.07,0.072,0.142
62,1961,0.074,0.074,0.148
62,1962,0.079,0.078,0.157
62,1963,0.088,0.081,0.169
62,1964,0.098,0.087,0.185
62,1965,0.11,0.092,0.202
62,1966,0.123,0.099,0.222
62,1967,0.137,0.108,0.245
62,1968,0.155,0.115,0.27
62,1969,0.175,0.125,0.3
62,1970,0.198,0.136,0.334
62,1971,0.204,0.14,0.344
62,1972,0.21,0.143,0.353
62,1973,0.217,0.147,0.364
62,1974,0.223,0.151,0.374
62,1975,0.232,0.154,0.386
62,1976,0.232,0.157,0.389
62,1977,0.238,0.156,0.394
62,1978,0.25,0.162,0.412
62,1979,0.264,0.17,0.434
62,1980,0.272,0.17,0.442
62,1981,0.281,0.172,0.453
62,1982,0.292,0.174,0.466
62,1983,0.322,0.178,0.5
62,1984,0.358,0.186,0.544
62,1985,0.379,0.189,0.568
62,1986,0.399,0.187,0.586
62,1987,0.43,0.196,0.626
62,1988,0.483,0.21,0.693
62,1989,0.539,0.23,0.769
62,1990,0.578,0.237,0.815
62,1991,0.599,0.25,0.849
62,1992,0.633,0.268,0.901
62,1993,0.687,0.29,0.977
62,1994,0.743,0.307,1.05
62,1995,0.79,0.326,1.116
62,1996,0.832,0.343,1.175
62,1997,0.865,0.358,1.223
62,1998,0.899,0.371,1.27
62,1999,0.919,0.385,1.304
62,2000,0.949,0.4,1.349
62,2001,1.001,0.413,1.414
62,2002,1.075,0.431,1.506
62,2003,1.186,0.456,1.642
62,2004,1.325,0.465,1.79
62,2005,1.386,0.497,1.883
62,2006,1.319,0.495,1.814
62,2007,1.656,0.636,2.292
62,2008,1.764,0.654,2.418
62,2009,1.897,0.663,2.56
62,2010,2.076,0.756,2.832
62,2011,2.264,0.86,3.124
62,2012,2.633,0.941,3.574
62,2013,2.968,1.07,4.038
62,2014,3.5,1.204,4.704
62,2015,4.113,1.336,5.449
62,2016,4.425,1.533,5.958
62,2017,4.779,1.766,6.545
62,2018,4.908,1.85,6.758
62,2019,5.179,1.903,7.082
62,2020,5.5,2.178,7.678
62,2021,6.116,2.276,8.392
62,2022,7.019,2.521,9.54
62,2023,7.265,2.657,9.922
62,2024,7.596,2.76,10.356
62,2025,8.302,2.907,11.209
62,2026,8.728,3.012,11.74
62,2027,9.131,3.196,12.327
62,2028,9.604,3.378,12.982
62,2029,10.038,3.553,13.591
62,2030,10.692,3.72,14.412
62,2031,11.482,3.926,15.408
62,2032,12.619,4.158,16.777
62,2033,13.744,4.349,18.093
62,2034,14.689,4.524,19.213
62,2035,15.596,4.809,20.405
62,2036,16.317,5.164,21.481
62,2037,17.45,5.577,23.027
62,2038,18.615,6.098,24.713
62,2039,19.745,6.63,26.375
62,2040,21.318,7.136,28.454
62,2041,23.019,7.619,30.638
62,2042,25.157,8.139,33.296
62,2043,26.761,8.679,35.44
62,2044,27.715,9.047,36.762
62,2045,28.957,9.556,38.513
62,2046,28.987,10.054,39.041
62,2047,28.689,10.43,39.119
62,2048,28.411,10.732,39.143
62,2049,27.048,10.921,37.969
62,2050,26.913,10.989,37.902
62,2051,26.941,10.682,37.623
62,2052,24.638,9.927,34.565
62,2053,21.131,9.202,30.333
62,2054,18.787,8.41,27.197
62,2055,18.17,7.526,25.696
62,2056,17.672,6.558,24.23
62,2057,16.536,5.218,21.754
62,2058,15.816,3.838,19.654
62,2059,15.917,2.751,18.668
62,2060,15.263,2.243,17.506
62,2061,13.192,2.212,15.404
62,2062,10.347,2.486,12.833
62,2063,7.558,3.134,10.692
62,2064,6.125,4.102,10.227
62,2065,6.045,5.137,11.182
62,2066,7.338,6.756,14.094
62,2067,9.953,9.109,19.062
62,2068,11.36,10.002,21.362
62,2069,13.048,10.918,23.966
62,2070,14.595,11.831,26.426
62,2071,15.855,12.729,28.584
62,2072,16.778,13.493,30.271
62,2073,17.366,14.139,31.505
62,2074,17.697,14.648,32.345
62,2075,17.984,15,32.984
62,2076,18.276,15.306,33.582
62,2077,18.506,15.502,34.008
62,2078,18.579,15.537,34.116
62,2079,18.423,15.408,33.831
62,2080,18.246,15.165,33.411
62,2081,17.874,14.66,32.534
62,2082,17.854,14.601,32.455
62,2083,17.696,14.615,32.311
62,2084,16.364,13.358,29.722
62,2085,15.531,12.55,28.081
62,2086,15.267,12.282,27.549
62,2087,15.041,12.053,27.094
62,2088,14.865,11.874,26.739
62,2089,14.769,11.773,26.542
62,2090,14.765,11.76,26.525
62,2091,14.839,11.823,26.662
62,2092,14.967,11.939,26.906
62,2093,15.187,12.145,27.332
62,2094,15.493,12.431,27.924
62,2095,15.895,12.813,28.708
62,2096,16.326,13.223,29.549
62,2097,16.875,13.743,30.618
62,2098,17.357,14.204,31.561
62,2099,17.899,14.722,32.621
62,2100,18.431,15.228,33.659
62,2101,18.925,15.7,34.625
63,1950,0.05,0.053,0.103
63,1951,0.052,0.054,0.106
63,1952,0.053,0.055,0.108
63,1953,0.055,0.057,0.112
63,1954,0.055,0.059,0.114
63,1955,0.057,0.06,0.117
63,1956,0.058,0.062,0.12
63,1957,0.06,0.063,0.123
63,1958,0.06,0.064,0.124
63,1959,0.063,0.067,0.13
63,1960,0.066,0.067,0.133
63,1961,0.07,0.071,0.141
63,1962,0.076,0.074,0.15
63,1963,0.083,0.078,0.161
63,1964,0.093,0.082,0.175
63,1965,0.103,0.088,0.191
63,1966,0.115,0.093,0.208
63,1967,0.128,0.101,0.229
