AgeGrp,Year,Male,Female,Total
0,1950,0.513,0.498,1.011
0,1951,0.541,0.526,1.067
0,1952,0.556,0.54,1.096
0,1953,0.572,0.556,1.128
0,1954,0.591,0.573,1.164
0,1955,0.61,0.593,1.203
0,1956,0.632,0.613,1.245
0,1957,0.655,0.635,1.29
0,1958,0.68,0.659,1.339
0,1959,0.711,0.689,1.4
0,1960,0.749,0.725,1.474
0,1961,0.805,0.78,1.585
0,1962,0.893,0.865,1.758
0,1963,1.029,0.997,2.026
0,1964,1.188,1.15,2.338
0,1965,1.361,1.317,2.678
0,1966,1.551,1.501,3.052
0,1967,1.756,1.698,3.454
0,1968,1.963,1.898,3.861
0,1969,2.188,2.114,4.302
0,1970,2.423,2.34,4.763
0,1971,2.686,2.556,5.242
0,1972,2.786,2.635,5.421
0,1973,2.881,2.717,5.598
0,1974,2.98,2.807,5.787
0,1975,3.093,2.909,6.002
0,1976,3.213,3.02,6.233
0,1977,3.357,3.142,6.499
0,1978,3.505,3.267,6.772
0,1979,3.667,3.41,7.077
0,1980,3.853,3.58,7.433
0,1981,4.043,3.762,7.805
0,1982,4.23,3.946,8.176
0,1983,4.342,4.064,8.406
0,1984,4.364,4.103,8.467
0,1985,4.286,4.053,8.339
0,1986,4.248,3.999,8.247
0,1987,4.907,4.665,9.572
0,1988,5.094,4.826,9.92
0,1989,5.134,4.841,9.975
0,1990,5.186,4.866,10.052
0,1991,5.238,4.893,10.131
0,1992,5.28,4.918,10.198
0,1993,5.301,4.934,10.235
0,1994,5.291,4.937,10.228
0,1995,5.246,4.922,10.168
0,1996,5.15,4.881,10.031
0,1997,4.973,4.788,9.761
0,1998,5.365,5.154,10.519
0,1999,5.637,5.4,11.037
0,2000,5.827,5.565,11.392
0,2001,5.995,5.7,11.695
0,2002,6.14,5.801,11.941
0,2003,6.495,6.149,12.644
0,2004,6.407,5.962,12.369
0,2005,6.824,6.321,13.145
0,2006,6.887,6.562,13.449
0,2007,7.524,7.189,14.713
0,2008,8.278,7.742,16.02
0,2009,8.793,8.346,17.139
0,2010,9.343,8.886,18.229
0,2011,10.211,9.693,19.904
0,2012,11.135,10.701,21.836
0,2013,11.391,11.199,22.59
0,2014,11.989,11.629,23.618
0,2015,12.207,11.74,23.947
0,2016,12.95,12.37,25.32
0,2017,14.009,13.564,27.573
0,2018,14.389,13.866,28.255
0,2019,14.737,14.114,28.851
0,2020,15.72,14.972,30.692
0,2021,14.809,14.228,29.037
0,2022,13.292,12.795,26.087
0,2023,12.427,11.965,24.392
0,2024,12.147,11.686,23.833
0,2025,11.905,11.447,23.352
0,2026,11.714,11.26,22.974
0,2027,11.607,11.152,22.759
0,2028,11.593,11.134,22.727
0,2029,11.659,11.193,22.852
0,2030,11.781,11.306,23.087
0,2031,11.997,11.511,23.508
0,2032,12.3,11.797,24.097
0,2033,12.701,12.182,24.883
0,2034,13.132,12.593,25.725
0,2035,13.683,13.116,26.799
0,2036,14.165,13.579,27.744
0,2037,14.709,14.101,28.81
0,2038,15.242,14.61,29.852
0,2039,15.735,15.083,30.818
0,2040,16.197,15.523,31.72
0,2041,16.589,15.897,32.486
0,2042,16.957,16.25,33.207
0,2043,17.338,16.613,33.951
0,2044,17.557,16.822,34.379
0,2045,17.782,17.038,34.82
0,2046,17.89,17.139,35.029
0,2047,17.999,17.242,35.241
0,2048,18.018,17.261,35.279
0,2049,17.945,17.188,35.133
0,2050,17.891,17.135,35.026
0,2051,17.733,16.983,34.716
0,2052,17.703,16.955,34.658
0,2053,17.561,16.816,34.377
0,2054,17.432,16.693,34.125
0,2055,17.366,16.63,33.996
0,2056,17.293,16.565,33.858
0,2057,17.196,16.473,33.669
0,2058,17.145,16.422,33.567
0,2059,17.223,16.496,33.719
0,2060,17.217,16.493,33.71
0,2061,17.28,16.55,33.83
0,2062,17.457,16.721,34.178
0,2063,17.663,16.916,34.579
0,2064,17.805,17.053,34.858
0,2065,18.066,17.301,35.367
0,2066,18.336,17.562,35.898
0,2067,18.592,17.805,36.397
0,2068,18.755,17.965,36.72
0,2069,19.051,18.248,37.299
0,2070,19.339,18.522,37.861
0,2071,19.647,18.813,38.46
0,2072,19.878,19.034,38.912
0,2073,20.096,19.241,39.337
0,2074,20.339,19.474,39.813
0,2075,20.523,19.648,40.171
0,2076,20.655,19.775,40.43
0,2077,20.743,19.861,40.604
0,2078,20.764,19.884,40.648
0,2079,20.793,19.914,40.707
0,2080,20.882,19.997,40.879
0,2081,20.928,20.04,40.968
0,2082,20.935,20.048,40.983
0,2083,21,20.112,41.112
0,2084,20.997,20.11,41.107
0,2085,20.979,20.089,41.068
0,2086,21.008,20.118,41.126
0,2087,21,20.108,41.108
0,2088,21.108,20.215,41.323
0,2089,21.19,20.293,41.483
0,2090,21.251,20.354,41.605
0,2091,21.241,20.344,41.585
0,2092,21.295,20.394,41.689
0,2093,21.44,20.53,41.97
0,2094,21.501,20.593,42.094
0,2095,21.606,20.692,42.298
0,2096,21.795,20.873,42.668
0,2097,21.891,20.965,42.856
0,2098,22.136,21.202,43.338
0,2099,22.193,21.256,43.449
0,2100,22.457,21.509,43.966
0,2101,22.583,21.627,44.21
1,1950,0.468,0.457,0.925
1,1951,0.484,0.472,0.956
1,1952,0.51,0.498,1.008
1,1953,0.526,0.513,1.039
1,1954,0.543,0.529,1.072
1,1955,0.561,0.547,1.108
1,1956,0.581,0.566,1.147
1,1957,0.603,0.587,1.19
1,1958,0.627,0.611,1.238
1,1959,0.653,0.635,1.288
1,1960,0.686,0.667,1.353
1,1961,0.727,0.707,1.434
1,1962,0.791,0.768,1.559
1,1963,0.879,0.855,1.734
1,1964,1.016,0.987,2.003
1,1965,1.174,1.14,2.314
1,1966,1.347,1.306,2.653
1,1967,1.54,1.494,3.034
1,1968,1.749,1.694,3.443
1,1969,1.958,1.897,3.855
1,1970,2.187,2.116,4.303
1,1971,2.373,2.272,4.645
1,1972,2.613,2.473,5.086
1,1973,2.71,2.551,5.261
1,1974,2.8,2.631,5.431
1,1975,2.898,2.724,5.622
1,1976,3.011,2.827,5.838
1,1977,3.133,2.942,6.075
1,1978,3.281,3.066,6.347
1,1979,3.432,3.193,6.625
1,1980,3.597,3.339,6.936
1,1981,3.788,3.513,7.301
1,1982,3.98,3.7,7.68
1,1983,4.17,3.887,8.057
1,1984,4.277,4.002,8.279
1,1985,4.288,4.034,8.322
1,1986,4.194,3.97,8.164
1,1987,4.203,3.958,8.161
1,1988,4.829,4.583,9.412
1,1989,5.015,4.739,9.754
1,1990,5.071,4.765,9.836
1,1991,5.134,4.799,9.933
1,1992,5.194,4.833,10.027
1,1993,5.239,4.864,10.103
1,1994,5.261,4.882,10.143
1,1995,5.249,4.887,10.136
1,1996,5.197,4.87,10.067
1,1997,5.091,4.825,9.916
1,1998,5.033,4.847,9.88
1,1999,5.409,5.196,10.605
1,2000,5.656,5.419,11.075
1,2001,5.833,5.567,11.4
1,2002,5.989,5.686,11.675
1,2003,6.148,5.797,11.945
1,2004,6.319,5.916,12.235
1,2005,6.689,5.955,12.644
1,2006,6.88,6.339,13.219
1,2007,6.957,6.677,13.634
1,2008,7.989,7.471,15.46
1,2009,8.774,8.159,16.933
1,2010,9.203,8.758,17.961
1,2011,9.979,9.394,19.373
1,2012,10.814,10.247,21.061
1,2013,11.499,11.05,22.549
1,2014,11.915,11.555,23.47
1,2015,12.855,12.346,25.201
1,2016,13.213,12.656,25.869
1,2017,14.402,13.869,28.271
1,2018,14.432,14.013,28.445
1,2019,14.724,14.172,28.896
1,2020,15.607,14.893,30.5
1,2021,14.948,14.187,29.135
1,2022,14.654,14.072,28.726
1,2023,13.279,12.784,26.063
1,2024,12.416,11.955,24.371
1,2025,12.136,11.677,23.813
1,2026,11.894,11.438,23.332
1,2027,11.705,11.251,22.956
1,2028,11.598,11.144,22.742
1,2029,11.584,11.126,22.71
1,2030,11.651,11.185,22.836
1,2031,11.773,11.299,23.072
1,2032,11.989,11.503,23.492
1,2033,12.292,11.79,24.082
1,2034,12.693,12.174,24.867
1,2035,13.124,12.585,25.709
1,2036,13.675,13.109,26.784
1,2037,14.157,13.572,27.729
1,2038,14.701,14.093,28.794
1,2039,15.233,14.602,29.835
1,2040,15.727,15.075,30.802
1,2041,16.189,15.515,31.704
1,2042,16.581,15.889,32.47
1,2043,16.948,16.242,33.19
1,2044,17.33,16.605,33.935
1,2045,17.548,16.814,34.362
1,2046,17.774,17.03,34.804
1,2047,17.882,17.131,35.013
1,2048,17.991,17.234,35.225
1,2049,18.01,17.253,35.263
1,2050,17.938,17.18,35.118
1,2051,17.884,17.128,35.012
1,2052,17.726,16.976,34.702
1,2053,17.696,16.948,34.644
1,2054,17.554,16.809,34.363
1,2055,17.426,16.686,34.112
1,2056,17.359,16.623,33.982
1,2057,17.287,16.558,33.845
1,2058,17.19,16.466,33.656
1,2059,17.139,16.415,33.554
1,2060,17.217,16.49,33.707
1,2061,17.211,16.487,33.698
1,2062,17.275,16.544,33.819
1,2063,17.452,16.715,34.167
1,2064,17.658,16.91,34.568
1,2065,17.8,17.047,34.847
1,2066,18.06,17.295,35.355
1,2067,18.33,17.556,35.886
1,2068,18.586,17.799,36.385
1,2069,18.75,17.96,36.71
1,2070,19.046,18.242,37.288
1,2071,19.334,18.516,37.85
1,2072,19.641,18.807,38.448
1,2073,19.872,19.029,38.901
1,2074,20.091,19.235,39.326
1,2075,20.333,19.468,39.801
1,2076,20.517,19.642,40.159
1,2077,20.65,19.769,40.419
1,2078,20.738,19.856,40.594
1,2079,20.759,19.879,40.638
1,2080,20.788,19.908,40.696
1,2081,20.877,19.991,40.868
1,2082,20.923,20.035,40.958
1,2083,20.93,20.042,40.972
1,2084,20.995,20.107,41.102
1,2085,20.992,20.104,41.096
1,2086,20.974,20.084,41.058
1,2087,21.004,20.113,41.117
1,2088,20.995,20.103,41.098
1,2089,21.104,20.21,41.314
1,2090,21.186,20.288,41.474
1,2091,21.247,20.349,41.596
1,2092,21.237,20.339,41.576
1,2093,21.291,20.389,41.68
1,2094,21.435,20.526,41.961
1,2095,21.497,20.588,42.085
1,2096,21.602,20.687,42.289
1,2097,21.79,20.868,42.658
1,2098,21.887,20.96,42.847
1,2099,22.132,21.197,43.329
1,2100,22.189,21.251,43.44
1,2101,22.453,21.505,43.958
2,1950,0.414,0.406,0.82
2,1951,0.457,0.447,0.904
2,1952,0.472,0.461,0.933
2,1953,0.499,0.488,0.987
2,1954,0.515,0.503,1.018
2,1955,0.532,0.519,1.051
2,1956,0.55,0.537,1.087
2,1957,0.571,0.557,1.128
2,1958,0.594,0.579,1.173
2,1959,0.62,0.604,1.224
2,1960,0.647,0.63,1.277
2,1961,0.683,0.664,1.347
2,1962,0.73,0.711,1.441
2,1963,0.797,0.775,1.572
2,1964,0.887,0.864,1.751
2,1965,1.024,0.997,2.021
2,1966,1.183,1.15,2.333
2,1967,1.359,1.32,2.679
2,1968,1.555,1.51,3.065
2,1969,1.766,1.712,3.478
2,1970,1.977,1.917,3.894
2,1971,2.203,2.097,4.3
2,1972,2.371,2.246,4.617
2,1973,2.592,2.436,5.028
2,1974,2.686,2.511,5.197
2,1975,2.772,2.591,5.363
2,1976,2.868,2.684,5.552
2,1977,2.981,2.789,5.77
2,1978,3.105,2.907,6.012
2,1979,3.256,3.034,6.29
2,1980,3.41,3.162,6.572
2,1981,3.578,3.312,6.89
2,1982,3.773,3.49,7.263
2,1983,3.968,3.681,7.649
2,1984,4.161,3.871,8.032
2,1985,4.263,3.985,8.248
2,1986,4.264,4.008,8.272
2,1987,4.179,3.953,8.132
2,1988,4.217,3.965,8.182
2,1989,4.8,4.541,9.341
2,1990,4.984,4.691,9.675
2,1991,5.053,4.726,9.779
2,1992,5.125,4.768,9.893
2,1993,5.19,4.807,9.997
2,1994,5.237,4.841,10.078
2,1995,5.258,4.861,10.119
2,1996,5.241,4.863,10.104
2,1997,5.181,4.844,10.025
2,1998,5.16,4.896,10.056
2,1999,5.147,4.951,10.098
2,2000,5.48,5.261,10.741
2,2001,5.702,5.46,11.162
2,2002,5.868,5.592,11.46
2,2003,6.04,5.723,11.763
2,2004,6.183,5.815,11.998
2,2005,6.646,6.128,12.774
2,2006,6.841,6.079,12.92
2,2007,6.832,6.427,13.259
2,2008,7.623,7.158,14.781
2,2009,8.487,7.883,16.37
2,2010,9.009,8.541,17.55
2,2011,9.716,9.197,18.913
2,2012,10.654,10.011,20.665
2,2013,11.449,10.827,22.276
2,2014,11.993,11.466,23.459
2,2015,12.874,12.32,25.194
2,2016,13.831,13.311,27.142
2,2017,14.629,14.144,28.773
2,2018,14.82,14.357,29.177
2,2019,14.875,14.371,29.246
2,2020,15.885,15.295,31.18
2,2021,14.957,14.231,29.188
2,2022,14.822,14.06,28.882
2,2023,14.648,14.067,28.715
2,2024,13.274,12.78,26.054
2,2025,12.411,11.951,24.362
2,2026,12.132,11.673,23.805
2,2027,11.891,11.435,23.326
2,2028,11.701,11.248,22.949
2,2029,11.594,11.141,22.735
2,2030,11.581,11.123,22.704
2,2031,11.648,11.182,22.83
2,2032,11.77,11.296,23.066
2,2033,11.986,11.501,23.487
2,2034,12.289,11.787,24.076
2,2035,12.69,12.171,24.861
2,2036,13.121,12.582,25.703
2,2037,13.672,13.106,26.778
2,2038,14.154,13.569,27.723
2,2039,14.698,14.09,28.788
2,2040,15.23,14.599,29.829
2,2041,15.724,15.072,30.796
2,2042,16.186,15.512,31.698
2,2043,16.578,15.886,32.464
2,2044,16.946,16.239,33.185
2,2045,17.327,16.602,33.929
2,2046,17.546,16.811,34.357
2,2047,17.771,17.027,34.798
2,2048,17.879,17.128,35.007
2,2049,17.989,17.231,35.22
2,2050,18.008,17.25,35.258
2,2051,17.936,17.177,35.113
2,2052,17.882,17.125,35.007
2,2053,17.724,16.973,34.697
2,2054,17.694,16.945,34.639
2,2055,17.552,16.807,34.359
2,2056,17.424,16.683,34.107
2,2057,17.357,16.621,33.978
2,2058,17.285,16.556,33.841
2,2059,17.188,16.464,33.652
2,2060,17.138,16.413,33.551
2,2061,17.215,16.488,33.703
2,2062,17.209,16.485,33.694
2,2063,17.273,16.542,33.815
2,2064,17.45,16.713,34.163
2,2065,17.656,16.908,34.564
2,2066,17.798,17.045,34.843
2,2067,18.059,17.293,35.352
2,2068,18.329,17.553,35.882
2,2069,18.585,17.797,36.382
2,2070,18.748,17.957,36.705
2,2071,19.044,18.24,37.284
2,2072,19.332,18.514,37.846
2,2073,19.64,18.805,38.445
2,2074,19.871,19.026,38.897
2,2075,20.089,19.233,39.322
2,2076,20.332,19.466,39.798
2,2077,20.516,19.64,40.156
2,2078,20.648,19.767,40.415
2,2079,20.736,19.854,40.59
2,2080,20.757,19.876,40.633
2,2081,20.787,19.906,40.693
2,2082,20.875,19.989,40.864
2,2083,20.922,20.033,40.955
2,2084,20.929,20.04,40.969
2,2085,20.994,20.105,41.099
2,2086,20.991,20.103,41.094
2,2087,20.973,20.082,41.055
2,2088,21.002,20.111,41.113
2,2089,20.994,20.102,41.096
2,2090,21.103,20.208,41.311
2,2091,21.184,20.286,41.47
2,2092,21.246,20.347,41.593
2,2093,21.235,20.337,41.572
2,2094,21.29,20.387,41.677
2,2095,21.434,20.524,41.958
2,2096,21.495,20.587,42.082
2,2097,21.601,20.685,42.286
2,2098,21.789,20.867,42.656
2,2099,21.886,20.959,42.845
2,2100,22.131,21.195,43.326
2,2101,22.188,21.249,43.437
3,1950,0.392,0.383,0.775
3,1951,0.407,0.4,0.807
3,1952,0.449,0.44,0.889
3,1953,0.465,0.455,0.92
3,1954,0.492,0.482,0.974
3,1955,0.508,0.497,1.005
3,1956,0.525,0.513,1.038
3,1957,0.544,0.531,1.075
3,1958,0.565,0.552,1.117
3,1959,0.588,0.574,1.162
3,1960,0.616,0.601,1.217
3,1961,0.646,0.629,1.275
3,1962,0.688,0.67,1.358
3,1963,0.737,0.719,1.456
3,1964,0.805,0.785,1.59
3,1965,0.897,0.875,1.772
3,1966,1.035,1.008,2.043
3,1967,1.197,1.164,2.361
3,1968,1.375,1.337,2.712
3,1969,1.572,1.529,3.101
3,1970,1.784,1.733,3.517
3,1971,2.035,1.919,3.954
3,1972,2.232,2.089,4.321
3,1973,2.382,2.229,4.611
3,1974,2.586,2.408,4.994
3,1975,2.675,2.48,5.155
3,1976,2.755,2.559,5.314
3,1977,2.848,2.652,5.5
3,1978,2.962,2.76,5.722
3,1979,3.087,2.879,5.966
3,1980,3.24,3.009,6.249
3,1981,3.396,3.138,6.534
3,1982,3.567,3.29,6.857
3,1983,3.766,3.473,7.239
3,1984,3.964,3.668,7.632
3,1985,4.159,3.862,8.021
3,1986,4.256,3.972,8.228
3,1987,4.234,3.982,8.216
3,1988,4.176,3.946,8.122
3,1989,4.235,3.976,8.211
3,1990,4.776,4.503,9.279
3,1991,4.96,4.647,9.607
3,1992,5.041,4.692,9.733
3,1993,5.121,4.741,9.862
3,1994,5.191,4.785,9.976
3,1995,5.24,4.822,10.062
3,1996,5.258,4.843,10.101
3,1997,5.237,4.844,10.081
3,1998,5.245,4.913,10.158
3,1999,5.253,4.99,10.243
3,2000,5.264,5.058,10.322
3,2001,5.555,5.33,10.885
3,2002,5.752,5.503,11.255
3,2003,5.937,5.65,11.587
3,2004,6.094,5.763,11.857
3,2005,6.181,6.129,12.31
3,2006,6.752,6.246,12.998
3,2007,6.724,6.25,12.974
3,2008,7.549,6.97,14.519
3,2009,8.342,7.745,16.087
3,2010,8.693,8.279,16.972
3,2011,9.418,8.977,18.395
3,2012,10.406,9.803,20.209
3,2013,11.334,10.631,21.965
3,2014,11.928,11.316,23.244
3,2015,12.788,12.226,25.014
3,2016,13.796,13.214,27.01
3,2017,14.566,14.131,28.697
3,2018,14.903,14.465,29.368
3,2019,15.138,14.534,29.672
3,2020,15.98,15.451,31.431
3,2021,15.331,14.734,30.065
3,2022,14.851,14.123,28.974
3,2023,14.818,14.057,28.875
3,2024,14.645,14.064,28.709
3,2025,13.271,12.778,26.049
3,2026,12.409,11.949,24.358
3,2027,12.129,11.671,23.8
3,2028,11.888,11.433,23.321
3,2029,11.699,11.246,22.945
3,2030,11.592,11.139,22.731
3,2031,11.579,11.121,22.7
3,2032,11.645,11.18,22.825
3,2033,11.768,11.294,23.062
3,2034,11.984,11.499,23.483
3,2035,12.287,11.785,24.072
3,2036,12.688,12.169,24.857
3,2037,13.119,12.58,25.699
3,2038,13.67,13.104,26.774
3,2039,14.152,13.567,27.719
3,2040,14.696,14.088,28.784
3,2041,15.228,14.597,29.825
3,2042,15.722,15.07,30.792
3,2043,16.184,15.509,31.693
3,2044,16.576,15.883,32.459
3,2045,16.944,16.237,33.181
3,2046,17.325,16.6,33.925
3,2047,17.544,16.809,34.353
3,2048,17.769,17.025,34.794
3,2049,17.878,17.126,35.004
3,2050,17.987,17.229,35.216
3,2051,18.006,17.248,35.254
3,2052,17.934,17.175,35.109
3,2053,17.88,17.123,35.003
3,2054,17.722,16.971,34.693
3,2055,17.692,16.943,34.635
3,2056,17.55,16.805,34.355
3,2057,17.422,16.681,34.103
3,2058,17.356,16.619,33.975
3,2059,17.283,16.554,33.837
3,2060,17.187,16.462,33.649
3,2061,17.136,16.411,33.547
3,2062,17.214,16.486,33.7
3,2063,17.208,16.483,33.691
3,2064,17.272,16.541,33.813
3,2065,17.449,16.711,34.16
3,2066,17.655,16.907,34.562
3,2067,17.797,17.043,34.84
3,2068,18.057,17.292,35.349
3,2069,18.327,17.552,35.879
3,2070,18.583,17.796,36.379
3,2071,18.747,17.956,36.703
3,2072,19.043,18.239,37.282
3,2073,19.331,18.512,37.843
3,2074,19.639,18.804,38.443
3,2075,19.87,19.025,38.895
3,2076,20.088,19.232,39.32
3,2077,20.331,19.464,39.795
3,2078,20.515,19.639,40.154
3,2079,20.647,19.766,40.413
3,2080,20.735,19.852,40.587
3,2081,20.756,19.875,40.631
3,2082,20.786,19.905,40.691
3,2083,20.874,19.988,40.862
3,2084,20.921,20.031,40.952
3,2085,20.928,20.039,40.967
3,2086,20.993,20.104,41.097
3,2087,20.99,20.101,41.091
3,2088,20.972,20.08,41.052
3,2089,21.001,20.11,41.111
3,2090,20.993,20.1,41.093
3,2091,21.102,20.207,41.309
3,2092,21.183,20.285,41.468
3,2093,21.245,20.346,41.591
3,2094,21.234,20.336,41.57
3,2095,21.289,20.386,41.675
3,2096,21.433,20.523,41.956
3,2097,21.495,20.585,42.08
3,2098,21.6,20.684,42.284
3,2099,21.789,20.865,42.654
3,2100,21.885,20.957,42.842
3,2101,22.13,21.194,43.324
4,1950,0.372,0.364,0.736
4,1951,0.388,0.379,0.767
4,1952,0.403,0.396,0.799
4,1953,0.445,0.436,0.881
4,1954,0.461,0.451,0.912
4,1955,0.487,0.478,0.965
4,1956,0.503,0.493,0.996
4,1957,0.521,0.51,1.031
4,1958,0.541,0.529,1.07
4,1959,0.562,0.55,1.112
4,1960,0.586,0.573,1.159
4,1961,0.617,0.603,1.22
4,1962,0.651,0.635,1.286
4,1963,0.695,0.678,1.373
4,1964,0.745,0.728,1.473
4,1965,0.814,0.796,1.61
4,1966,0.907,0.886,1.793
4,1967,1.048,1.022,2.07
4,1968,1.212,1.18,2.392
4,1969,1.391,1.355,2.746
4,1970,1.59,1.548,3.138
4,1971,1.886,1.749,3.635
4,1972,2.097,1.924,4.021
4,1973,2.265,2.084,4.349
4,1974,2.397,2.216,4.613
4,1975,2.583,2.384,4.967
4,1976,2.667,2.454,5.121
4,1977,2.741,2.53,5.271
4,1978,2.832,2.623,5.455
4,1979,2.946,2.732,5.678
4,1980,3.07,2.854,5.924
4,1981,3.226,2.986,6.212
4,1982,3.385,3.116,6.501
4,1983,3.559,3.27,6.829
4,1984,3.762,3.458,7.22
4,1985,3.962,3.657,7.619
4,1986,4.159,3.853,8.012
4,1987,4.212,3.937,8.149
4,1988,4.202,3.955,8.157
4,1989,4.176,3.941,8.117
4,1990,4.256,3.988,8.244
4,1991,4.754,4.466,9.22
4,1992,4.936,4.605,9.541
4,1993,5.03,4.659,9.689
4,1994,5.119,4.714,9.833
4,1995,5.193,4.763,9.956
4,1996,5.243,4.804,10.047
4,1997,5.26,4.826,10.086
4,1998,5.294,4.909,10.203
4,1999,5.326,5.001,10.327
4,2000,5.347,5.085,10.432
4,2001,5.382,5.166,10.548
4,2002,5.631,5.399,11.03
4,2003,5.835,5.577,11.412
4,2004,6.006,5.708,11.714
4,2005,5.972,5.934,11.906
4,2006,6.3,6.309,12.609
4,2007,6.513,6.16,12.673
4,2008,7.417,6.878,14.295
4,2009,8.392,7.636,16.028
4,2010,8.466,8.085,16.551
4,2011,9.1,8.745,17.845
4,2012,10.091,9.56,19.651
4,2013,11.097,10.41,21.507
4,2014,11.747,11.119,22.866
4,2015,12.602,12.06,24.662
4,2016,13.634,13.163,26.797
4,2017,14.321,13.848,28.169
4,2018,14.727,14.312,29.039
4,2019,15.131,14.532,29.663
4,2020,16.071,15.505,31.576
4,2021,15.51,14.974,30.484
4,2022,15.241,14.643,29.884
4,2023,14.848,14.121,28.969
4,2024,14.816,14.055,28.871
4,2025,14.642,14.063,28.705
4,2026,13.269,12.776,26.045
4,2027,12.407,11.947,24.354
4,2028,12.127,11.67,23.797
4,2029,11.886,11.431,23.317
4,2030,11.697,11.245,22.942
4,2031,11.591,11.138,22.729
4,2032,11.577,11.12,22.697
4,2033,11.644,11.179,22.823
4,2034,11.766,11.293,23.059
4,2035,11.982,11.498,23.48
4,2036,12.286,11.784,24.07
4,2037,12.687,12.168,24.855
4,2038,13.117,12.579,25.696
4,2039,13.668,13.102,26.77
4,2040,14.151,13.565,27.716
4,2041,14.695,14.086,28.781
4,2042,15.227,14.595,29.822
4,2043,15.721,15.069,30.79
4,2044,16.183,15.508,31.691
4,2045,16.575,15.882,32.457
4,2046,16.942,16.235,33.177
4,2047,17.323,16.598,33.921
4,2048,17.542,16.807,34.349
4,2049,17.768,17.024,34.792
4,2050,17.876,17.124,35
4,2051,17.986,17.228,35.214
4,2052,18.005,17.247,35.252
4,2053,17.932,17.174,35.106
4,2054,17.879,17.122,35.001
4,2055,17.721,16.97,34.691
4,2056,17.691,16.942,34.633
4,2057,17.549,16.804,34.353
4,2058,17.421,16.68,34.101
4,2059,17.355,16.618,33.973
4,2060,17.282,16.553,33.835
4,2061,17.186,16.461,33.647
4,2062,17.135,16.41,33.545
4,2063,17.213,16.485,33.698
4,2064,17.207,16.482,33.689
4,2065,17.271,16.539,33.81
4,2066,17.448,16.71,34.158
4,2067,17.654,16.906,34.56
4,2068,17.796,17.042,34.838
4,2069,18.056,17.291,35.347
4,2070,18.326,17.551,35.877
4,2071,18.582,17.794,36.376
4,2072,18.746,17.955,36.701
4,2073,19.042,18.237,37.279
4,2074,19.33,18.511,37.841
4,2075,19.638,18.802,38.44
4,2076,19.869,19.024,38.893
4,2077,20.087,19.231,39.318
4,2078,20.33,19.463,39.793
4,2079,20.514,19.638,40.152
4,2080,20.646,19.765,40.411
4,2081,20.734,19.851,40.585
4,2082,20.755,19.874,40.629
4,2083,20.785,19.904,40.689
4,2084,20.873,19.987,40.86
4,2085,20.92,20.03,40.95
4,2086,20.927,20.038,40.965
4,2087,20.992,20.103,41.095
4,2088,20.989,20.1,41.089
4,2089,20.971,20.079,41.05
4,2090,21.001,20.109,41.11
4,2091,20.992,20.099,41.091
4,2092,21.101,20.206,41.307
4,2093,21.183,20.284,41.467
4,2094,21.244,20.345,41.589
4,2095,21.234,20.335,41.569
4,2096,21.288,20.385,41.673
4,2097,21.433,20.522,41.955
4,2098,21.494,20.585,42.079
4,2099,21.599,20.683,42.282
4,2100,21.788,20.864,42.652
4,2101,21.885,20.957,42.842
5,1950,0.353,0.348,0.701
5,1951,0.369,0.362,0.731
5,1952,0.385,0.377,0.762
5,1953,0.4,0.394,0.794
5,1954,0.442,0.434,0.876
5,1955,0.458,0.449,0.907
5,1956,0.484,0.475,0.959
5,1957,0.5,0.491,0.991
5,1958,0.518,0.507,1.025
5,1959,0.539,0.527,1.066
5,1960,0.561,0.549,1.11
5,1961,0.588,0.575,1.163
5,1962,0.623,0.609,1.232
5,1963,0.657,0.642,1.299
5,1964,0.702,0.687,1.389
5,1965,0.754,0.738,1.492
5,1966,0.824,0.807,1.631
5,1967,0.918,0.898,1.816
5,1968,1.061,1.035,2.096
5,1969,1.227,1.195,2.422
5,1970,1.407,1.371,2.778
5,1971,1.746,1.58,3.326
5,1972,1.988,1.767,3.755
5,1973,2.161,1.931,4.092
5,1974,2.3,2.08,4.38
5,1975,2.414,2.205,4.619
5,1976,2.581,2.362,4.943
5,1977,2.66,2.428,5.088
5,1978,2.729,2.503,5.232
5,1979,2.817,2.596,5.413
5,1980,2.931,2.707,5.638
5,1981,3.056,2.831,5.887
5,1982,3.215,2.964,6.179
5,1983,3.375,3.096,6.471
5,1984,3.552,3.252,6.804
5,1985,3.759,3.443,7.202
5,1986,3.962,3.647,7.609
5,1987,4.107,3.814,7.921
5,1988,4.159,3.897,8.056
5,1989,4.173,3.929,8.102
5,1990,4.177,3.937,8.114
5,1991,4.278,4.002,8.28
5,1992,4.734,4.43,9.164
5,1993,4.914,4.564,9.478
5,1994,5.019,4.627,9.646
5,1995,5.118,4.688,9.806
5,1996,5.196,4.742,9.938
5,1997,5.248,4.786,10.034
5,1998,5.304,4.884,10.188
5,1999,5.364,4.993,10.357
5,2000,5.407,5.089,10.496
5,2001,5.441,5.18,10.621
5,2002,5.5,5.275,10.775
5,2003,5.737,5.496,11.233
5,2004,5.918,5.652,11.57
5,2005,6.096,5.944,12.04
5,2006,6.118,6.125,12.243
5,2007,6.555,6.279,12.834
5,2008,7.148,6.71,13.858
5,2009,8.249,7.578,15.827
5,2010,8.364,7.915,16.279
5,2011,8.777,8.503,17.28
