Country,Year,AgeGrp,Female,Male,Max
Qatar,1950,0,2.08,2.15,3.22
Qatar,1950,1,1.91,1.96,3.22
Qatar,1950,2,1.70,1.73,3.22
Qatar,1950,3,1.60,1.64,3.22
Qatar,1950,4,1.52,1.56,3.22
Qatar,1950,5,1.46,1.48,3.22
Qatar,1950,6,1.39,1.41,3.22
Qatar,1950,7,1.33,1.35,3.22
Qatar,1950,8,1.28,1.30,3.22
Qatar,1950,9,1.24,1.26,3.22
Qatar,1950,10,1.21,1.21,3.22
Qatar,1950,11,1.18,1.18,3.22
Qatar,1950,12,1.14,1.14,3.22
Qatar,1950,13,1.10,1.10,3.22
Qatar,1950,14,1.07,1.06,3.22
Qatar,1950,15,1.04,1.03,3.22
Qatar,1950,16,1.01,1.00,3.22
Qatar,1950,17,0.98,0.97,3.22
Qatar,1950,18,0.95,0.94,3.22
Qatar,1950,19,0.92,0.91,3.22
Qatar,1950,20,0.90,0.88,3.22
Qatar,1950,21,0.87,0.86,3.22
Qatar,1950,22,0.85,0.82,3.22
Qatar,1950,23,0.82,0.80,3.22
Qatar,1950,24,0.79,0.78,3.22
Qatar,1950,25,0.77,0.76,3.22
Qatar,1950,26,0.74,0.73,3.22
Qatar,1950,27,0.72,0.71,3.22
Qatar,1950,28,0.70,0.69,3.22
Qatar,1950,29,0.67,0.67,3.22
Qatar,1950,30,0.66,0.65,3.22
Qatar,1950,31,0.64,0.63,3.22
Qatar,1950,32,0.62,0.61,3.22
Qatar,1950,33,0.59,0.59,3.22
Qatar,1950,34,0.57,0.57,3.22
Qatar,1950,35,0.55,0.55,3.22
Qatar,1950,36,0.54,0.53,3.22
Qatar,1950,37,0.52,0.53,3.22
Qatar,1950,38,0.51,0.51,3.22
Qatar,1950,39,0.50,0.50,3.22
Qatar,1950,40,0.49,0.49,3.22
Qatar,1950,41,0.47,0.48,3.22
Qatar,1950,42,0.46,0.47,3.22
Qatar,1950,43,0.45,0.45,3.22
Qatar,1950,44,0.43,0.44,3.22
Qatar,1950,45,0.42,0.43,3.22
Qatar,1950,46,0.41,0.41,3.22
Qatar,1950,47,0.39,0.40,3.22
Qatar,1950,48,0.38,0.38,3.22
Qatar,1950,49,0.37,0.37,3.22
Qatar,1950,50,0.36,0.36,3.22
Qatar,1950,51,0.35,0.36,3.22
Qatar,1950,52,0.34,0.35,3.22
Qatar,1950,53,0.33,0.33,3.22
Qatar,1950,54,0.33,0.32,3.22
Qatar,1950,55,0.31,0.31,3.22
Qatar,1950,56,0.30,0.30,3.22
Qatar,1950,57,0.29,0.28,3.22
Qatar,1950,58,0.28,0.27,3.22
Qatar,1950,59,0.27,0.26,3.22
Qatar,1950,60,0.26,0.25,3.22
Qatar,1950,61,0.24,0.23,3.22
Qatar,1950,62,0.23,0.23,3.22
Qatar,1950,63,0.22,0.21,3.22
Qatar,1950,64,0.21,0.19,3.22
Qatar,1950,65,0.20,0.18,3.22
Qatar,1950,66,0.18,0.17,3.22
Qatar,1950,67,0.17,0.15,3.22
Qatar,1950,68,0.16,0.15,3.22
Qatar,1950,69,0.15,0.13,3.22
Qatar,1950,70,0.13,0.12,3.22
Qatar,1950,71,0.12,0.11,3.22
Qatar,1950,72,0.11,0.10,3.22
Qatar,1950,73,0.10,0.09,3.22
Qatar,1950,74,0.09,0.08,3.22
Qatar,1950,75,0.08,0.07,3.22
Qatar,1950,76,0.07,0.06,3.22
Qatar,1950,77,0.06,0.05,3.22
Qatar,1950,78,0.05,0.04,3.22
Qatar,1950,79,0.04,0.03,3.22
Qatar,1950,80,0.03,0.02,3.22
Qatar,1950,81,0.02,0.02,3.22
Qatar,1950,82,0.02,0.01,3.22
Qatar,1950,83,0.01,0.01,3.22
Qatar,1950,84,0.01,0.01,3.22
Qatar,1950,85,0.01,0.01,3.22
Qatar,1950,86,0.01,0.01,3.22
Qatar,1950,87,0.01,0.01,3.22
Qatar,1950,88,0.01,0.00,3.22
Qatar,1950,89,0.00,0.00,3.22
Qatar,1950,90,0.00,0.00,3.22
Qatar,1950,91,0.00,0.00,3.22
Qatar,1950,92,0.00,0.00,3.22
Qatar,1950,93,0.00,0.00,3.22
Qatar,1950,94,0.00,0.00,3.22
Qatar,1950,95,0.00,0.00,3.22
Qatar,1950,96,0.00,0.00,3.22
Qatar,1950,97,0.00,0.00,3.22
Qatar,1950,98,0.00,0.00,3.22
Qatar,1950,99,0.00,0.00,3.22
Qatar,1950,100,0.00,0.00,3.22
Qatar,1951,0,2.13,2.19,3.22
Qatar,1951,1,1.91,1.96,3.22
Qatar,1951,2,1.81,1.85,3.22
Qatar,1951,3,1.62,1.65,3.22
Qatar,1951,4,1.54,1.57,3.22
Qatar,1951,5,1.47,1.50,3.22
Qatar,1951,6,1.40,1.42,3.22
Qatar,1951,7,1.35,1.36,3.22
Qatar,1951,8,1.28,1.30,3.22
Qatar,1951,9,1.24,1.25,3.22
Qatar,1951,10,1.20,1.21,3.22
Qatar,1951,11,1.16,1.17,3.22
Qatar,1951,12,1.13,1.13,3.22
Qatar,1951,13,1.10,1.10,3.22
Qatar,1951,14,1.07,1.06,3.22
Qatar,1951,15,1.03,1.02,3.22
Qatar,1951,16,1.00,1.00,3.22
Qatar,1951,17,0.97,0.96,3.22
Qatar,1951,18,0.94,0.93,3.22
Qatar,1951,19,0.92,0.90,3.22
Qatar,1951,20,0.89,0.88,3.22
Qatar,1951,21,0.87,0.85,3.22
Qatar,1951,22,0.84,0.83,3.22
Qatar,1951,23,0.81,0.79,3.22
Qatar,1951,24,0.79,0.77,3.22
Qatar,1951,25,0.76,0.75,3.22
Qatar,1951,26,0.74,0.73,3.22
Qatar,1951,27,0.72,0.70,3.22
Qatar,1951,28,0.69,0.68,3.22
Qatar,1951,29,0.68,0.66,3.22
Qatar,1951,30,0.65,0.65,3.22
Qatar,1951,31,0.63,0.62,3.22
Qatar,1951,32,0.62,0.61,3.22
Qatar,1951,33,0.60,0.59,3.22
Qatar,1951,34,0.57,0.57,3.22
Qatar,1951,35,0.55,0.55,3.22
Qatar,1951,36,0.53,0.53,3.22
Qatar,1951,37,0.52,0.51,3.22
Qatar,1951,38,0.50,0.51,3.22
Qatar,1951,39,0.49,0.49,3.22
Qatar,1951,40,0.48,0.48,3.22
Qatar,1951,41,0.47,0.47,3.22
Qatar,1951,42,0.45,0.46,3.22
Qatar,1951,43,0.44,0.45,3.22
Qatar,1951,44,0.43,0.43,3.22
Qatar,1951,45,0.41,0.42,3.22
Qatar,1951,46,0.40,0.41,3.22
Qatar,1951,47,0.39,0.39,3.22
Qatar,1951,48,0.38,0.38,3.22
Qatar,1951,49,0.37,0.37,3.22
Qatar,1951,50,0.36,0.36,3.22
Qatar,1951,51,0.35,0.34,3.22
Qatar,1951,52,0.34,0.34,3.22
Qatar,1951,53,0.33,0.33,3.22
Qatar,1951,54,0.32,0.32,3.22
Qatar,1951,55,0.31,0.30,3.22
Qatar,1951,56,0.30,0.29,3.22
Qatar,1951,57,0.29,0.28,3.22
Qatar,1951,58,0.28,0.27,3.22
Qatar,1951,59,0.26,0.26,3.22
Qatar,1951,60,0.26,0.24,3.22
Qatar,1951,61,0.24,0.24,3.22
Qatar,1951,62,0.23,0.22,3.22
Qatar,1951,63,0.22,0.21,3.22
Qatar,1951,64,0.21,0.19,3.22
Qatar,1951,65,0.20,0.18,3.22
Qatar,1951,66,0.18,0.17,3.22
Qatar,1951,67,0.17,0.15,3.22
Qatar,1951,68,0.16,0.14,3.22
Qatar,1951,69,0.15,0.13,3.22
Qatar,1951,70,0.13,0.12,3.22
Qatar,1951,71,0.12,0.11,3.22
Qatar,1951,72,0.11,0.10,3.22
Qatar,1951,73,0.10,0.09,3.22
Qatar,1951,74,0.09,0.08,3.22
Qatar,1951,75,0.08,0.06,3.22
Qatar,1951,76,0.07,0.06,3.22
Qatar,1951,77,0.06,0.05,3.22
Qatar,1951,78,0.05,0.04,3.22
Qatar,1951,79,0.04,0.04,3.22
Qatar,1951,80,0.04,0.03,3.22
Qatar,1951,81,0.02,0.02,3.22
Qatar,1951,82,0.01,0.01,3.22
Qatar,1951,83,0.01,0.01,3.22
Qatar,1951,84,0.01,0.01,3.22
Qatar,1951,85,0.01,0.01,3.22
Qatar,1951,86,0.01,0.01,3.22
Qatar,1951,87,0.01,0.01,3.22
Qatar,1951,88,0.01,0.01,3.22
Qatar,1951,89,0.01,0.00,3.22
Qatar,1951,90,0.00,0.00,3.22
Qatar,1951,91,0.00,0.00,3.22
Qatar,1951,92,0.00,0.00,3.22
Qatar,1951,93,0.00,0.00,3.22
Qatar,1951,94,0.00,0.00,3.22
Qatar,1951,95,0.00,0.00,3.22
Qatar,1951,96,0.00,0.00,3.22
Qatar,1951,97,0.00,0.00,3.22
Qatar,1951,98,0.00,0.00,3.22
Qatar,1951,99,0.00,0.00,3.22
Qatar,1951,100,0.00,0.00,3.22
Qatar,1952,0,2.12,2.18,3.22
Qatar,1952,1,1.95,2.00,3.22
Qatar,1952,2,1.81,1.85,3.22
Qatar,1952,3,1.72,1.76,3.22
Qatar,1952,4,1.55,1.58,3.22
Qatar,1952,5,1.48,1.51,3.22
Qatar,1952,6,1.41,1.44,3.22
Qatar,1952,7,1.35,1.37,3.22
Qatar,1952,8,1.30,1.31,3.22
Qatar,1952,9,1.23,1.25,3.22
Qatar,1952,10,1.20,1.21,3.22
Qatar,1952,11,1.16,1.17,3.22
Qatar,1952,12,1.13,1.13,3.22
Qatar,1952,13,1.10,1.10,3.22
Qatar,1952,14,1.06,1.07,3.22
Qatar,1952,15,1.03,1.03,3.22
Qatar,1952,16,1.00,0.98,3.22
Qatar,1952,17,0.97,0.96,3.22
Qatar,1952,18,0.94,0.93,3.22
Qatar,1952,19,0.91,0.90,3.22
Qatar,1952,20,0.89,0.87,3.22
Qatar,1952,21,0.86,0.85,3.22
Qatar,1952,22,0.84,0.82,3.22
Qatar,1952,23,0.82,0.80,3.22
Qatar,1952,24,0.79,0.76,3.22
Qatar,1952,25,0.77,0.74,3.22
Qatar,1952,26,0.73,0.72,3.22
Qatar,1952,27,0.71,0.70,3.22
Qatar,1952,28,0.69,0.67,3.22
Qatar,1952,29,0.67,0.65,3.22
Qatar,1952,30,0.65,0.64,3.22
Qatar,1952,31,0.63,0.62,3.22
Qatar,1952,32,0.61,0.60,3.22
Qatar,1952,33,0.60,0.58,3.22
Qatar,1952,34,0.58,0.56,3.22
Qatar,1952,35,0.55,0.55,3.22
Qatar,1952,36,0.53,0.53,3.22
Qatar,1952,37,0.51,0.51,3.22
Qatar,1952,38,0.50,0.49,3.22
Qatar,1952,39,0.48,0.49,3.22
Qatar,1952,40,0.47,0.47,3.22
Qatar,1952,41,0.46,0.46,3.22
Qatar,1952,42,0.45,0.45,3.22
Qatar,1952,43,0.44,0.44,3.22
Qatar,1952,44,0.43,0.43,3.22
Qatar,1952,45,0.42,0.42,3.22
Qatar,1952,46,0.40,0.40,3.22
Qatar,1952,47,0.39,0.39,3.22
Qatar,1952,48,0.38,0.38,3.22
Qatar,1952,49,0.36,0.36,3.22
Qatar,1952,50,0.35,0.35,3.22
Qatar,1952,51,0.34,0.34,3.22
Qatar,1952,52,0.33,0.33,3.22
Qatar,1952,53,0.32,0.33,3.22
Qatar,1952,54,0.31,0.31,3.22
Qatar,1952,55,0.30,0.30,3.22
Qatar,1952,56,0.30,0.29,3.22
Qatar,1952,57,0.28,0.27,3.22
Qatar,1952,58,0.27,0.27,3.22
Qatar,1952,59,0.27,0.25,3.22
Qatar,1952,60,0.25,0.24,3.22
Qatar,1952,61,0.24,0.23,3.22
Qatar,1952,62,0.23,0.22,3.22
Qatar,1952,63,0.22,0.21,3.22
Qatar,1952,64,0.20,0.20,3.22
Qatar,1952,65,0.20,0.18,3.22
Qatar,1952,66,0.18,0.16,3.22
Qatar,1952,67,0.17,0.16,3.22
Qatar,1952,68,0.16,0.14,3.22
Qatar,1952,69,0.15,0.13,3.22
Qatar,1952,70,0.14,0.12,3.22
Qatar,1952,71,0.13,0.11,3.22
Qatar,1952,72,0.11,0.10,3.22
Qatar,1952,73,0.10,0.09,3.22
Qatar,1952,74,0.09,0.08,3.22
Qatar,1952,75,0.08,0.07,3.22
Qatar,1952,76,0.07,0.06,3.22
Qatar,1952,77,0.06,0.05,3.22
Qatar,1952,78,0.05,0.04,3.22
Qatar,1952,79,0.04,0.04,3.22
Qatar,1952,80,0.04,0.03,3.22
Qatar,1952,81,0.03,0.02,3.22
Qatar,1952,82,0.02,0.02,3.22
Qatar,1952,83,0.01,0.01,3.22
Qatar,1952,84,0.01,0.00,3.22
Qatar,1952,85,0.01,0.01,3.22
Qatar,1952,86,0.01,0.00,3.22
Qatar,1952,87,0.00,0.00,3.22
Qatar,1952,88,0.00,0.00,3.22
Qatar,1952,89,0.00,0.00,3.22
Qatar,1952,90,0.00,0.00,3.22
Qatar,1952,91,0.00,0.00,3.22
Qatar,1952,92,0.00,0.00,3.22
Qatar,1952,93,0.00,0.00,3.22
Qatar,1952,94,0.00,0.00,3.22
Qatar,1952,95,0.00,0.00,3.22
Qatar,1952,96,0.00,0.00,3.22
Qatar,1952,97,0.00,0.00,3.22
Qatar,1952,98,0.00,0.00,3.22
Qatar,1952,99,0.00,0.00,3.22
Qatar,1952,100,0.00,0.00,3.22
Qatar,1953,0,2.11,2.17,3.22
Qatar,1953,1,1.95,2.00,3.22
Qatar,1953,2,1.85,1.89,3.22
Qatar,1953,3,1.73,1.76,3.22
Qatar,1953,4,1.65,1.69,3.22
Qatar,1953,5,1.49,1.52,3.22
Qatar,1953,6,1.42,1.45,3.22
Qatar,1953,7,1.36,1.39,3.22
Qatar,1953,8,1.31,1.32,3.22
Qatar,1953,9,1.25,1.26,3.22
Qatar,1953,10,1.20,1.21,3.22
Qatar,1953,11,1.15,1.17,3.22
Qatar,1953,12,1.12,1.13,3.22
Qatar,1953,13,1.09,1.09,3.22
Qatar,1953,14,1.06,1.06,3.22
Qatar,1953,15,1.02,1.03,3.22
Qatar,1953,16,0.99,0.99,3.22
Qatar,1953,17,0.96,0.95,3.22
Qatar,1953,18,0.93,0.93,3.22
Qatar,1953,19,0.91,0.90,3.22
Qatar,1953,20,0.88,0.86,3.22
Qatar,1953,21,0.85,0.84,3.22
Qatar,1953,22,0.83,0.82,3.22
Qatar,1953,23,0.81,0.79,3.22
Qatar,1953,24,0.79,0.77,3.22
Qatar,1953,25,0.76,0.74,3.22
Qatar,1953,26,0.74,0.72,3.22
Qatar,1953,27,0.71,0.69,3.22
Qatar,1953,28,0.69,0.68,3.22
Qatar,1953,29,0.67,0.65,3.22
Qatar,1953,30,0.64,0.63,3.22
Qatar,1953,31,0.63,0.61,3.22
Qatar,1953,32,0.60,0.60,3.22
Qatar,1953,33,0.59,0.58,3.22
Qatar,1953,34,0.57,0.57,3.22
Qatar,1953,35,0.55,0.55,3.22
Qatar,1953,36,0.53,0.53,3.22
Qatar,1953,37,0.51,0.51,3.22
Qatar,1953,38,0.49,0.49,3.22
Qatar,1953,39,0.48,0.47,3.22
Qatar,1953,40,0.46,0.47,3.22
Qatar,1953,41,0.46,0.46,3.22
Qatar,1953,42,0.44,0.44,3.22
Qatar,1953,43,0.43,0.43,3.22
Qatar,1953,44,0.42,0.42,3.22
Qatar,1953,45,0.41,0.41,3.22
Qatar,1953,46,0.40,0.40,3.22
Qatar,1953,47,0.38,0.38,3.22
Qatar,1953,48,0.37,0.38,3.22
Qatar,1953,49,0.36,0.36,3.22
Qatar,1953,50,0.35,0.35,3.22
Qatar,1953,51,0.34,0.34,3.22
Qatar,1953,52,0.33,0.33,3.22
Qatar,1953,53,0.32,0.31,3.22
Qatar,1953,54,0.31,0.31,3.22
Qatar,1953,55,0.30,0.30,3.22
Qatar,1953,56,0.29,0.29,3.22
Qatar,1953,57,0.28,0.27,3.22
Qatar,1953,58,0.27,0.26,3.22
Qatar,1953,59,0.26,0.25,3.22
Qatar,1953,60,0.25,0.24,3.22
Qatar,1953,61,0.24,0.23,3.22
Qatar,1953,62,0.23,0.22,3.22
Qatar,1953,63,0.22,0.21,3.22
Qatar,1953,64,0.20,0.19,3.22
Qatar,1953,65,0.19,0.19,3.22
Qatar,1953,66,0.18,0.17,3.22
Qatar,1953,67,0.17,0.16,3.22
Qatar,1953,68,0.16,0.14,3.22
Qatar,1953,69,0.15,0.13,3.22
Qatar,1953,70,0.14,0.12,3.22
Qatar,1953,71,0.13,0.11,3.22
Qatar,1953,72,0.11,0.10,3.22
Qatar,1953,73,0.10,0.09,3.22
Qatar,1953,74,0.09,0.08,3.22
Qatar,1953,75,0.08,0.07,3.22
Qatar,1953,76,0.07,0.06,3.22
Qatar,1953,77,0.06,0.05,3.22
Qatar,1953,78,0.05,0.04,3.22
Qatar,1953,79,0.05,0.04,3.22
Qatar,1953,80,0.04,0.03,3.22
Qatar,1953,81,0.03,0.03,3.22
Qatar,1953,82,0.03,0.02,3.22
Qatar,1953,83,0.02,0.01,3.22
Qatar,1953,84,0.01,0.01,3.22
Qatar,1953,85,0.01,0.00,3.22
Qatar,1953,86,0.01,0.01,3.22
Qatar,1953,87,0.01,0.00,3.22
Qatar,1953,88,0.00,0.00,3.22
Qatar,1953,89,0.00,0.00,3.22
Qatar,1953,90,0.00,0.00,3.22
Qatar,1953,91,0.00,0.00,3.22
Qatar,1953,92,0.00,0.00,3.22
Qatar,1953,93,0.00,0.00,3.22
Qatar,1953,94,0.00,0.00,3.22
Qatar,1953,95,0.00,0.00,3.22
Qatar,1953,96,0.00,0.00,3.22
Qatar,1953,97,0.00,0.00,3.22
Qatar,1953,98,0.00,0.00,3.22
Qatar,1953,99,0.00,0.00,3.22
Qatar,1953,100,0.00,0.00,3.22
Qatar,1954,0,2.10,2.17,3.22
Qatar,1954,1,1.94,1.99,3.22
Qatar,1954,2,1.85,1.89,3.22
Qatar,1954,3,1.77,1.81,3.22
Qatar,1954,4,1.66,1.69,3.22
Qatar,1954,5,1.59,1.62,3.22
Qatar,1954,6,1.44,1.46,3.22
Qatar,1954,7,1.37,1.40,3.22
Qatar,1954,8,1.31,1.34,3.22
Qatar,1954,9,1.26,1.27,3.22
Qatar,1954,10,1.21,1.22,3.22
Qatar,1954,11,1.15,1.17,3.22
Qatar,1954,12,1.12,1.13,3.22
Qatar,1954,13,1.08,1.09,3.22
Qatar,1954,14,1.05,1.05,3.22
Qatar,1954,15,1.02,1.02,3.22
Qatar,1954,16,0.99,0.99,3.22
Qatar,1954,17,0.96,0.95,3.22
Qatar,1954,18,0.93,0.92,3.22
Qatar,1954,19,0.90,0.90,3.22
Qatar,1954,20,0.88,0.86,3.22
Qatar,1954,21,0.85,0.83,3.22
Qatar,1954,22,0.82,0.81,3.22
Qatar,1954,23,0.80,0.79,3.22
Qatar,1954,24,0.78,0.76,3.22
Qatar,1954,25,0.76,0.74,3.22
Qatar,1954,26,0.73,0.71,3.22
Qatar,1954,27,0.71,0.69,3.22
Qatar,1954,28,0.68,0.67,3.22
Qatar,1954,29,0.66,0.65,3.22
Qatar,1954,30,0.64,0.63,3.22
Qatar,1954,31,0.62,0.61,3.22
Qatar,1954,32,0.61,0.59,3.22
Qatar,1954,33,0.58,0.58,3.22
Qatar,1954,34,0.57,0.56,3.22
Qatar,1954,35,0.55,0.54,3.22
Qatar,1954,36,0.53,0.53,3.22
Qatar,1954,37,0.51,0.51,3.22
Qatar,1954,38,0.49,0.49,3.22
Qatar,1954,39,0.47,0.47,3.22
Qatar,1954,40,0.46,0.46,3.22
Qatar,1954,41,0.44,0.45,3.22
Qatar,1954,42,0.44,0.44,3.22
Qatar,1954,43,0.43,0.43,3.22
Qatar,1954,44,0.41,0.41,3.22
Qatar,1954,45,0.40,0.40,3.22
Qatar,1954,46,0.39,0.40,3.22
Qatar,1954,47,0.38,0.38,3.22
Qatar,1954,48,0.37,0.37,3.22
Qatar,1954,49,0.36,0.36,3.22
Qatar,1954,50,0.35,0.35,3.22
Qatar,1954,51,0.33,0.33,3.22
Qatar,1954,52,0.33,0.32,3.22
Qatar,1954,53,0.31,0.31,3.22
Qatar,1954,54,0.30,0.30,3.22
Qatar,1954,55,0.29,0.29,3.22
Qatar,1954,56,0.29,0.29,3.22
Qatar,1954,57,0.28,0.28,3.22
Qatar,1954,58,0.27,0.26,3.22
Qatar,1954,59,0.26,0.25,3.22
Qatar,1954,60,0.25,0.24,3.22
Qatar,1954,61,0.24,0.23,3.22
Qatar,1954,62,0.22,0.22,3.22
Qatar,1954,63,0.22,0.20,3.22
Qatar,1954,64,0.20,0.19,3.22
Qatar,1954,65,0.19,0.18,3.22
Qatar,1954,66,0.18,0.17,3.22
Qatar,1954,67,0.17,0.16,3.22
Qatar,1954,68,0.16,0.14,3.22
Qatar,1954,69,0.15,0.14,3.22
Qatar,1954,70,0.14,0.12,3.22
Qatar,1954,71,0.12,0.11,3.22
Qatar,1954,72,0.11,0.10,3.22
Qatar,1954,73,0.10,0.09,3.22
Qatar,1954,74,0.09,0.08,3.22
Qatar,1954,75,0.08,0.07,3.22
Qatar,1954,76,0.07,0.06,3.22
Qatar,1954,77,0.06,0.06,3.22
Qatar,1954,78,0.06,0.04,3.22
Qatar,1954,79,0.05,0.04,3.22
Qatar,1954,80,0.04,0.03,3.22
Qatar,1954,81,0.03,0.02,3.22
Qatar,1954,82,0.03,0.02,3.22
Qatar,1954,83,0.02,0.01,3.22
Qatar,1954,84,0.01,0.01,3.22
Qatar,1954,85,0.01,0.01,3.22
Qatar,1954,86,0.01,0.00,3.22
Qatar,1954,87,0.00,0.00,3.22
Qatar,1954,88,0.00,0.00,3.22
Qatar,1954,89,0.00,0.00,3.22
Qatar,1954,90,0.00,0.00,3.22
Qatar,1954,91,0.00,0.00,3.22
Qatar,1954,92,0.00,0.00,3.22
Qatar,1954,93,0.00,0.00,3.22
Qatar,1954,94,0.00,0.00,3.22
Qatar,1954,95,0.00,0.00,3.22
Qatar,1954,96,0.00,0.00,3.22
Qatar,1954,97,0.00,0.00,3.22
Qatar,1954,98,0.00,0.00,3.22
Qatar,1954,99,0.00,0.00,3.22
Qatar,1954,100,0.00,0.00,3.22
Qatar,1955,0,2.10,2.17,3.22
Qatar,1955,1,1.94,1.99,3.22
Qatar,1955,2,1.84,1.89,3.22
Qatar,1955,3,1.76,1.80,3.22
Qatar,1955,4,1.70,1.73,3.22
Qatar,1955,5,1.59,1.63,3.22
Qatar,1955,6,1.53,1.56,3.22
Qatar,1955,7,1.39,1.41,3.22
Qatar,1955,8,1.32,1.35,3.22
Qatar,1955,9,1.27,1.29,3.22
Qatar,1955,10,1.22,1.23,3.22
Qatar,1955,11,1.17,1.18,3.22
Qatar,1955,12,1.11,1.13,3.22
Qatar,1955,13,1.08,1.09,3.22
Qatar,1955,14,1.04,1.05,3.22
Qatar,1955,15,1.01,1.01,3.22
Qatar,1955,16,0.99,0.98,3.22
Qatar,1955,17,0.95,0.95,3.22
Qatar,1955,18,0.93,0.92,3.22
Qatar,1955,19,0.89,0.89,3.22
Qatar,1955,20,0.87,0.87,3.22
Qatar,1955,21,0.84,0.83,3.22
Qatar,1955,22,0.82,0.81,3.22
Qatar,1955,23,0.80,0.78,3.22
Qatar,1955,24,0.77,0.76,3.22
Qatar,1955,25,0.75,0.73,3.22
Qatar,1955,26,0.73,0.71,3.22
Qatar,1955,27,0.71,0.69,3.22
Qatar,1955,28,0.69,0.67,3.22
Qatar,1955,29,0.66,0.65,3.22
Qatar,1955,30,0.64,0.63,3.22
Qatar,1955,31,0.62,0.61,3.22
Qatar,1955,32,0.60,0.59,3.22
Qatar,1955,33,0.59,0.57,3.22
Qatar,1955,34,0.56,0.56,3.22
Qatar,1955,35,0.55,0.54,3.22
Qatar,1955,36,0.53,0.52,3.22
Qatar,1955,37,0.51,0.50,3.22
Qatar,1955,38,0.49,0.49,3.22
Qatar,1955,39,0.48,0.47,3.22
Qatar,1955,40,0.45,0.45,3.22
Qatar,1955,41,0.45,0.44,3.22
Qatar,1955,42,0.43,0.43,3.22
Qatar,1955,43,0.42,0.42,3.22
Qatar,1955,44,0.41,0.41,3.22
Qatar,1955,45,0.40,0.40,3.22
Qatar,1955,46,0.39,0.39,3.22
Qatar,1955,47,0.38,0.38,3.22
Qatar,1955,48,0.37,0.37,3.22
Qatar,1955,49,0.35,0.35,3.22
Qatar,1955,50,0.34,0.34,3.22
Qatar,1955,51,0.33,0.33,3.22
Qatar,1955,52,0.32,0.32,3.22
Qatar,1955,53,0.31,0.31,3.22
Qatar,1955,54,0.30,0.29,3.22
Qatar,1955,55,0.29,0.28,3.22
Qatar,1955,56,0.28,0.28,3.22
Qatar,1955,57,0.27,0.27,3.22
Qatar,1955,58,0.26,0.26,3.22
Qatar,1955,59,0.26,0.24,3.22
Qatar,1955,60,0.24,0.23,3.22
Qatar,1955,61,0.23,0.22,3.22
Qatar,1955,62,0.23,0.21,3.22
Qatar,1955,63,0.21,0.20,3.22
Qatar,1955,64,0.20,0.19,3.22
Qatar,1955,65,0.19,0.18,3.22
Qatar,1955,66,0.18,0.17,3.22
Qatar,1955,67,0.17,0.16,3.22
Qatar,1955,68,0.16,0.15,3.22
Qatar,1955,69,0.15,0.13,3.22
Qatar,1955,70,0.14,0.12,3.22
Qatar,1955,71,0.12,0.11,3.22
Qatar,1955,72,0.11,0.10,3.22
Qatar,1955,73,0.10,0.09,3.22
Qatar,1955,74,0.09,0.08,3.22
Qatar,1955,75,0.08,0.07,3.22
Qatar,1955,76,0.07,0.06,3.22
Qatar,1955,77,0.06,0.05,3.22
Qatar,1955,78,0.05,0.05,3.22
Qatar,1955,79,0.05,0.04,3.22
Qatar,1955,80,0.04,0.03,3.22
Qatar,1955,81,0.03,0.02,3.22
Qatar,1955,82,0.02,0.02,3.22
Qatar,1955,83,0.02,0.02,3.22
Qatar,1955,84,0.02,0.01,3.22
Qatar,1955,85,0.01,0.01,3.22
Qatar,1955,86,0.01,0.00,3.22
Qatar,1955,87,0.01,0.00,3.22
Qatar,1955,88,0.00,0.00,3.22
Qatar,1955,89,0.00,0.00,3.22
Qatar,1955,90,0.00,0.00,3.22
Qatar,1955,91,0.00,0.00,3.22
Qatar,1955,92,0.00,0.00,3.22
Qatar,1955,93,0.00,0.00,3.22
Qatar,1955,94,0.00,0.00,3.22
Qatar,1955,95,0.00,0.00,3.22
Qatar,1955,96,0.00,0.00,3.22
Qatar,1955,97,0.00,0.00,3.22
Qatar,1955,98,0.00,0.00,3.22
Qatar,1955,99,0.00,0.00,3.22
Qatar,1955,100,0.00,0.00,3.22
Qatar,1956,0,2.10,2.17,3.22
Qatar,1956,1,1.94,1.99,3.22
Qatar,1956,2,1.84,1.89,3.22
Qatar,1956,3,1.76,1.80,3.22
Qatar,1956,4,1.69,1.72,3.22
Qatar,1956,5,1.63,1.66,3.22
Qatar,1956,6,1.53,1.56,3.22
Qatar,1956,7,1.48,1.50,3.22
Qatar,1956,8,1.34,1.35,3.22
Qatar,1956,9,1.28,1.30,3.22
Qatar,1956,10,1.22,1.24,3.22
Qatar,1956,11,1.18,1.19,3.22
Qatar,1956,12,1.13,1.13,3.22
Qatar,1956,13,1.07,1.09,3.22
Qatar,1956,14,1.04,1.05,3.22
Qatar,1956,15,1.00,1.01,3.22
Qatar,1956,16,0.98,0.98,3.22
Qatar,1956,17,0.95,0.95,3.22
Qatar,1956,18,0.92,0.92,3.22
Qatar,1956,19,0.90,0.89,3.22
Qatar,1956,20,0.86,0.86,3.22
Qatar,1956,21,0.84,0.84,3.22
Qatar,1956,22,0.82,0.81,3.22
Qatar,1956,23,0.79,0.78,3.22
Qatar,1956,24,0.77,0.75,3.22
Qatar,1956,25,0.75,0.73,3.22
Qatar,1956,26,0.73,0.71,3.22
Qatar,1956,27,0.71,0.69,3.22
Qatar,1956,28,0.68,0.67,3.22
