Country,Year,AgeGrp,Female,Male,Max
Qatar,2062,53,0.40,0.66,3.22
Qatar,2062,54,0.37,0.59,3.22
Qatar,2062,55,0.34,0.51,3.22
Qatar,2062,56,0.31,0.43,3.22
Qatar,2062,57,0.27,0.36,3.22
Qatar,2062,58,0.20,0.26,3.22
Qatar,2062,59,0.15,0.21,3.22
Qatar,2062,60,0.12,0.20,3.22
Qatar,2062,61,0.09,0.22,3.22
Qatar,2062,62,0.07,0.29,3.22
Qatar,2062,63,0.06,0.35,3.22
Qatar,2062,64,0.06,0.40,3.22
Qatar,2062,65,0.07,0.40,3.22
Qatar,2062,66,0.09,0.38,3.22
Qatar,2062,67,0.13,0.39,3.22
Qatar,2062,68,0.16,0.40,3.22
Qatar,2062,69,0.18,0.40,3.22
Qatar,2062,70,0.20,0.40,3.22
Qatar,2062,71,0.22,0.46,3.22
Qatar,2062,72,0.24,0.54,3.22
Qatar,2062,73,0.26,0.60,3.22
Qatar,2062,74,0.26,0.59,3.22
Qatar,2062,75,0.26,0.58,3.22
Qatar,2062,76,0.25,0.61,3.22
Qatar,2062,77,0.24,0.60,3.22
Qatar,2062,78,0.22,0.59,3.22
Qatar,2062,79,0.21,0.58,3.22
Qatar,2062,80,0.19,0.53,3.22
Qatar,2062,81,0.18,0.49,3.22
Qatar,2062,82,0.16,0.44,3.22
Qatar,2062,83,0.14,0.38,3.22
Qatar,2062,84,0.13,0.32,3.22
Qatar,2062,85,0.11,0.28,3.22
Qatar,2062,86,0.09,0.24,3.22
Qatar,2062,87,0.08,0.20,3.22
Qatar,2062,88,0.07,0.17,3.22
Qatar,2062,89,0.05,0.14,3.22
Qatar,2062,90,0.05,0.12,3.22
Qatar,2062,91,0.04,0.09,3.22
Qatar,2062,92,0.03,0.07,3.22
Qatar,2062,93,0.03,0.05,3.22
Qatar,2062,94,0.02,0.04,3.22
Qatar,2062,95,0.02,0.03,3.22
Qatar,2062,96,0.01,0.02,3.22
Qatar,2062,97,0.01,0.01,3.22
Qatar,2062,98,0.01,0.01,3.22
Qatar,2062,99,0.00,0.01,3.22
Qatar,2062,100,0.01,0.01,3.22
Qatar,2063,0,0.47,0.49,3.22
Qatar,2063,1,0.46,0.48,3.22
Qatar,2063,2,0.46,0.48,3.22
Qatar,2063,3,0.46,0.48,3.22
Qatar,2063,4,0.46,0.48,3.22
Qatar,2063,5,0.45,0.47,3.22
Qatar,2063,6,0.46,0.48,3.22
Qatar,2063,7,0.46,0.48,3.22
Qatar,2063,8,0.46,0.48,3.22
Qatar,2063,9,0.46,0.48,3.22
Qatar,2063,10,0.46,0.49,3.22
Qatar,2063,11,0.47,0.49,3.22
Qatar,2063,12,0.47,0.49,3.22
Qatar,2063,13,0.47,0.49,3.22
Qatar,2063,14,0.47,0.50,3.22
Qatar,2063,15,0.48,0.50,3.22
Qatar,2063,16,0.48,0.50,3.22
Qatar,2063,17,0.47,0.49,3.22
Qatar,2063,18,0.51,0.54,3.22
Qatar,2063,19,0.53,0.56,3.22
Qatar,2063,20,0.52,0.57,3.22
Qatar,2063,21,0.52,0.61,3.22
Qatar,2063,22,0.52,0.68,3.22
Qatar,2063,23,0.52,0.79,3.22
Qatar,2063,24,0.53,0.94,3.22
Qatar,2063,25,0.55,1.13,3.22
Qatar,2063,26,0.57,1.31,3.22
Qatar,2063,27,0.58,1.46,3.22
Qatar,2063,28,0.60,1.58,3.22
Qatar,2063,29,0.61,1.66,3.22
Qatar,2063,30,0.62,1.71,3.22
Qatar,2063,31,0.62,1.74,3.22
Qatar,2063,32,0.63,1.75,3.22
Qatar,2063,33,0.62,1.73,3.22
Qatar,2063,34,0.61,1.69,3.22
Qatar,2063,35,0.60,1.64,3.22
Qatar,2063,36,0.58,1.57,3.22
Qatar,2063,37,0.57,1.50,3.22
Qatar,2063,38,0.56,1.43,3.22
Qatar,2063,39,0.56,1.35,3.22
Qatar,2063,40,0.55,1.28,3.22
Qatar,2063,41,0.57,1.22,3.22
Qatar,2063,42,0.59,1.18,3.22
Qatar,2063,43,0.58,1.12,3.22
Qatar,2063,44,0.56,1.06,3.22
Qatar,2063,45,0.56,1.02,3.22
Qatar,2063,46,0.55,0.98,3.22
Qatar,2063,47,0.54,0.94,3.22
Qatar,2063,48,0.53,0.90,3.22
Qatar,2063,49,0.51,0.86,3.22
Qatar,2063,50,0.49,0.81,3.22
Qatar,2063,51,0.47,0.77,3.22
Qatar,2063,52,0.45,0.73,3.22
Qatar,2063,53,0.42,0.68,3.22
Qatar,2063,54,0.39,0.62,3.22
Qatar,2063,55,0.36,0.55,3.22
Qatar,2063,56,0.33,0.47,3.22
Qatar,2063,57,0.30,0.40,3.22
Qatar,2063,58,0.27,0.33,3.22
Qatar,2063,59,0.20,0.24,3.22
Qatar,2063,60,0.15,0.19,3.22
Qatar,2063,61,0.12,0.18,3.22
Qatar,2063,62,0.09,0.21,3.22
Qatar,2063,63,0.07,0.27,3.22
Qatar,2063,64,0.05,0.34,3.22
Qatar,2063,65,0.05,0.38,3.22
Qatar,2063,66,0.06,0.38,3.22
Qatar,2063,67,0.09,0.37,3.22
Qatar,2063,68,0.12,0.37,3.22
Qatar,2063,69,0.16,0.38,3.22
Qatar,2063,70,0.18,0.38,3.22
Qatar,2063,71,0.20,0.39,3.22
Qatar,2063,72,0.22,0.45,3.22
Qatar,2063,73,0.24,0.54,3.22
Qatar,2063,74,0.25,0.59,3.22
Qatar,2063,75,0.26,0.58,3.22
Qatar,2063,76,0.25,0.57,3.22
Qatar,2063,77,0.24,0.59,3.22
Qatar,2063,78,0.23,0.58,3.22
Qatar,2063,79,0.22,0.58,3.22
Qatar,2063,80,0.20,0.56,3.22
Qatar,2063,81,0.18,0.51,3.22
Qatar,2063,82,0.17,0.47,3.22
Qatar,2063,83,0.15,0.42,3.22
Qatar,2063,84,0.13,0.36,3.22
Qatar,2063,85,0.12,0.30,3.22
Qatar,2063,86,0.10,0.26,3.22
Qatar,2063,87,0.09,0.22,3.22
Qatar,2063,88,0.07,0.18,3.22
Qatar,2063,89,0.06,0.15,3.22
Qatar,2063,90,0.05,0.13,3.22
Qatar,2063,91,0.04,0.10,3.22
Qatar,2063,92,0.03,0.08,3.22
Qatar,2063,93,0.03,0.06,3.22
Qatar,2063,94,0.02,0.04,3.22
Qatar,2063,95,0.02,0.03,3.22
Qatar,2063,96,0.01,0.02,3.22
Qatar,2063,97,0.01,0.01,3.22
Qatar,2063,98,0.01,0.01,3.22
Qatar,2063,99,0.00,0.01,3.22
Qatar,2063,100,0.01,0.01,3.22
Qatar,2064,0,0.47,0.49,3.22
Qatar,2064,1,0.47,0.49,3.22
Qatar,2064,2,0.46,0.48,3.22
Qatar,2064,3,0.46,0.48,3.22
Qatar,2064,4,0.45,0.47,3.22
Qatar,2064,5,0.45,0.47,3.22
Qatar,2064,6,0.45,0.47,3.22
Qatar,2064,7,0.45,0.47,3.22
Qatar,2064,8,0.46,0.48,3.22
Qatar,2064,9,0.46,0.48,3.22
Qatar,2064,10,0.46,0.48,3.22
Qatar,2064,11,0.46,0.48,3.22
Qatar,2064,12,0.47,0.49,3.22
Qatar,2064,13,0.47,0.49,3.22
Qatar,2064,14,0.47,0.49,3.22
Qatar,2064,15,0.47,0.49,3.22
Qatar,2064,16,0.47,0.50,3.22
Qatar,2064,17,0.47,0.50,3.22
Qatar,2064,18,0.51,0.54,3.22
Qatar,2064,19,0.53,0.57,3.22
Qatar,2064,20,0.52,0.58,3.22
Qatar,2064,21,0.52,0.61,3.22
Qatar,2064,22,0.52,0.69,3.22
Qatar,2064,23,0.53,0.80,3.22
Qatar,2064,24,0.54,0.95,3.22
Qatar,2064,25,0.56,1.14,3.22
Qatar,2064,26,0.58,1.32,3.22
Qatar,2064,27,0.59,1.47,3.22
Qatar,2064,28,0.61,1.58,3.22
Qatar,2064,29,0.62,1.67,3.22
Qatar,2064,30,0.63,1.72,3.22
Qatar,2064,31,0.63,1.74,3.22
Qatar,2064,32,0.63,1.75,3.22
Qatar,2064,33,0.63,1.73,3.22
Qatar,2064,34,0.61,1.69,3.22
Qatar,2064,35,0.60,1.63,3.22
Qatar,2064,36,0.58,1.56,3.22
Qatar,2064,37,0.57,1.49,3.22
Qatar,2064,38,0.56,1.42,3.22
Qatar,2064,39,0.55,1.34,3.22
Qatar,2064,40,0.54,1.26,3.22
Qatar,2064,41,0.54,1.19,3.22
Qatar,2064,42,0.55,1.14,3.22
Qatar,2064,43,0.57,1.11,3.22
Qatar,2064,44,0.56,1.05,3.22
Qatar,2064,45,0.55,1.00,3.22
Qatar,2064,46,0.55,0.97,3.22
Qatar,2064,47,0.54,0.93,3.22
Qatar,2064,48,0.53,0.89,3.22
Qatar,2064,49,0.52,0.86,3.22
Qatar,2064,50,0.50,0.82,3.22
Qatar,2064,51,0.48,0.78,3.22
Qatar,2064,52,0.46,0.74,3.22
Qatar,2064,53,0.44,0.69,3.22
Qatar,2064,54,0.41,0.64,3.22
Qatar,2064,55,0.38,0.58,3.22
Qatar,2064,56,0.35,0.51,3.22
Qatar,2064,57,0.32,0.44,3.22
Qatar,2064,58,0.29,0.37,3.22
Qatar,2064,59,0.26,0.31,3.22
Qatar,2064,60,0.19,0.23,3.22
Qatar,2064,61,0.14,0.18,3.22
Qatar,2064,62,0.11,0.17,3.22
Qatar,2064,63,0.08,0.19,3.22
Qatar,2064,64,0.06,0.26,3.22
Qatar,2064,65,0.05,0.32,3.22
Qatar,2064,66,0.05,0.36,3.22
Qatar,2064,67,0.06,0.37,3.22
Qatar,2064,68,0.09,0.35,3.22
Qatar,2064,69,0.12,0.35,3.22
Qatar,2064,70,0.15,0.37,3.22
Qatar,2064,71,0.18,0.38,3.22
Qatar,2064,72,0.20,0.39,3.22
Qatar,2064,73,0.22,0.44,3.22
Qatar,2064,74,0.23,0.53,3.22
Qatar,2064,75,0.25,0.58,3.22
Qatar,2064,76,0.25,0.57,3.22
Qatar,2064,77,0.25,0.56,3.22
Qatar,2064,78,0.24,0.58,3.22
Qatar,2064,79,0.23,0.57,3.22
Qatar,2064,80,0.21,0.56,3.22
Qatar,2064,81,0.20,0.54,3.22
Qatar,2064,82,0.18,0.49,3.22
Qatar,2064,83,0.16,0.45,3.22
Qatar,2064,84,0.15,0.40,3.22
Qatar,2064,85,0.13,0.34,3.22
Qatar,2064,86,0.11,0.28,3.22
Qatar,2064,87,0.10,0.24,3.22
Qatar,2064,88,0.08,0.20,3.22
Qatar,2064,89,0.07,0.17,3.22
Qatar,2064,90,0.05,0.14,3.22
Qatar,2064,91,0.04,0.11,3.22
Qatar,2064,92,0.04,0.09,3.22
Qatar,2064,93,0.03,0.07,3.22
Qatar,2064,94,0.02,0.05,3.22
Qatar,2064,95,0.02,0.03,3.22
Qatar,2064,96,0.01,0.02,3.22
Qatar,2064,97,0.01,0.02,3.22
Qatar,2064,98,0.01,0.01,3.22
Qatar,2064,99,0.00,0.01,3.22
Qatar,2064,100,0.01,0.01,3.22
Qatar,2065,0,0.47,0.50,3.22
Qatar,2065,1,0.47,0.49,3.22
Qatar,2065,2,0.46,0.48,3.22
Qatar,2065,3,0.46,0.48,3.22
Qatar,2065,4,0.45,0.47,3.22
Qatar,2065,5,0.45,0.47,3.22
Qatar,2065,6,0.45,0.47,3.22
Qatar,2065,7,0.45,0.47,3.22
Qatar,2065,8,0.45,0.47,3.22
Qatar,2065,9,0.45,0.47,3.22
Qatar,2065,10,0.46,0.48,3.22
Qatar,2065,11,0.46,0.48,3.22
Qatar,2065,12,0.46,0.48,3.22
Qatar,2065,13,0.46,0.48,3.22
Qatar,2065,14,0.47,0.49,3.22
Qatar,2065,15,0.47,0.49,3.22
Qatar,2065,16,0.47,0.49,3.22
Qatar,2065,17,0.47,0.49,3.22
Qatar,2065,18,0.51,0.54,3.22
Qatar,2065,19,0.53,0.57,3.22
Qatar,2065,20,0.53,0.58,3.22
Qatar,2065,21,0.53,0.62,3.22
Qatar,2065,22,0.53,0.69,3.22
Qatar,2065,23,0.54,0.81,3.22
Qatar,2065,24,0.55,0.96,3.22
Qatar,2065,25,0.57,1.14,3.22
Qatar,2065,26,0.59,1.32,3.22
Qatar,2065,27,0.60,1.47,3.22
Qatar,2065,28,0.62,1.59,3.22
Qatar,2065,29,0.63,1.67,3.22
Qatar,2065,30,0.64,1.72,3.22
Qatar,2065,31,0.64,1.75,3.22
Qatar,2065,32,0.64,1.75,3.22
Qatar,2065,33,0.63,1.73,3.22
Qatar,2065,34,0.62,1.69,3.22
Qatar,2065,35,0.60,1.63,3.22
Qatar,2065,36,0.58,1.56,3.22
Qatar,2065,37,0.56,1.48,3.22
Qatar,2065,38,0.55,1.41,3.22
Qatar,2065,39,0.54,1.33,3.22
Qatar,2065,40,0.54,1.25,3.22
Qatar,2065,41,0.53,1.18,3.22
Qatar,2065,42,0.53,1.11,3.22
Qatar,2065,43,0.54,1.07,3.22
Qatar,2065,44,0.56,1.05,3.22
Qatar,2065,45,0.54,1.00,3.22
Qatar,2065,46,0.53,0.95,3.22
Qatar,2065,47,0.53,0.92,3.22
Qatar,2065,48,0.52,0.89,3.22
Qatar,2065,49,0.51,0.86,3.22
Qatar,2065,50,0.50,0.82,3.22
Qatar,2065,51,0.49,0.78,3.22
Qatar,2065,52,0.47,0.74,3.22
Qatar,2065,53,0.45,0.70,3.22
Qatar,2065,54,0.43,0.66,3.22
Qatar,2065,55,0.40,0.61,3.22
Qatar,2065,56,0.38,0.55,3.22
Qatar,2065,57,0.35,0.48,3.22
Qatar,2065,58,0.31,0.42,3.22
Qatar,2065,59,0.28,0.35,3.22
Qatar,2065,60,0.26,0.30,3.22
Qatar,2065,61,0.19,0.21,3.22
Qatar,2065,62,0.14,0.17,3.22
Qatar,2065,63,0.11,0.15,3.22
Qatar,2065,64,0.08,0.18,3.22
Qatar,2065,65,0.06,0.24,3.22
Qatar,2065,66,0.05,0.31,3.22
Qatar,2065,67,0.05,0.35,3.22
Qatar,2065,68,0.06,0.35,3.22
Qatar,2065,69,0.08,0.33,3.22
Qatar,2065,70,0.11,0.34,3.22
Qatar,2065,71,0.15,0.36,3.22
Qatar,2065,72,0.17,0.37,3.22
Qatar,2065,73,0.20,0.38,3.22
Qatar,2065,74,0.21,0.44,3.22
Qatar,2065,75,0.23,0.52,3.22
Qatar,2065,76,0.25,0.57,3.22
Qatar,2065,77,0.25,0.55,3.22
Qatar,2065,78,0.24,0.54,3.22
Qatar,2065,79,0.23,0.56,3.22
Qatar,2065,80,0.22,0.55,3.22
Qatar,2065,81,0.21,0.54,3.22
Qatar,2065,82,0.19,0.52,3.22
Qatar,2065,83,0.17,0.47,3.22
Qatar,2065,84,0.16,0.43,3.22
Qatar,2065,85,0.14,0.37,3.22
Qatar,2065,86,0.12,0.31,3.22
Qatar,2065,87,0.11,0.26,3.22
Qatar,2065,88,0.09,0.22,3.22
Qatar,2065,89,0.07,0.18,3.22
Qatar,2065,90,0.06,0.15,3.22
Qatar,2065,91,0.05,0.12,3.22
Qatar,2065,92,0.04,0.10,3.22
Qatar,2065,93,0.03,0.07,3.22
Qatar,2065,94,0.03,0.06,3.22
Qatar,2065,95,0.02,0.04,3.22
Qatar,2065,96,0.01,0.03,3.22
Qatar,2065,97,0.01,0.02,3.22
Qatar,2065,98,0.01,0.01,3.22
Qatar,2065,99,0.01,0.01,3.22
Qatar,2065,100,0.01,0.01,3.22
Qatar,2066,0,0.48,0.50,3.22
Qatar,2066,1,0.47,0.49,3.22
Qatar,2066,2,0.47,0.49,3.22
Qatar,2066,3,0.46,0.48,3.22
Qatar,2066,4,0.46,0.48,3.22
Qatar,2066,5,0.45,0.47,3.22
Qatar,2066,6,0.45,0.47,3.22
Qatar,2066,7,0.45,0.47,3.22
Qatar,2066,8,0.45,0.47,3.22
Qatar,2066,9,0.45,0.47,3.22
Qatar,2066,10,0.45,0.47,3.22
Qatar,2066,11,0.45,0.47,3.22
Qatar,2066,12,0.46,0.48,3.22
Qatar,2066,13,0.46,0.48,3.22
Qatar,2066,14,0.46,0.48,3.22
Qatar,2066,15,0.46,0.48,3.22
Qatar,2066,16,0.47,0.49,3.22
Qatar,2066,17,0.47,0.49,3.22
Qatar,2066,18,0.51,0.54,3.22
Qatar,2066,19,0.53,0.57,3.22
Qatar,2066,20,0.53,0.58,3.22
Qatar,2066,21,0.53,0.62,3.22
Qatar,2066,22,0.53,0.70,3.22
Qatar,2066,23,0.55,0.81,3.22
Qatar,2066,24,0.56,0.96,3.22
Qatar,2066,25,0.58,1.15,3.22
Qatar,2066,26,0.60,1.33,3.22
Qatar,2066,27,0.61,1.48,3.22
Qatar,2066,28,0.63,1.60,3.22
Qatar,2066,29,0.64,1.68,3.22
Qatar,2066,30,0.65,1.73,3.22
Qatar,2066,31,0.65,1.75,3.22
Qatar,2066,32,0.65,1.75,3.22
Qatar,2066,33,0.64,1.73,3.22
Qatar,2066,34,0.62,1.69,3.22
Qatar,2066,35,0.60,1.63,3.22
Qatar,2066,36,0.58,1.55,3.22
Qatar,2066,37,0.56,1.48,3.22
Qatar,2066,38,0.55,1.40,3.22
Qatar,2066,39,0.54,1.32,3.22
Qatar,2066,40,0.53,1.24,3.22
Qatar,2066,41,0.52,1.16,3.22
Qatar,2066,42,0.52,1.10,3.22
Qatar,2066,43,0.51,1.04,3.22
Qatar,2066,44,0.52,1.00,3.22
Qatar,2066,45,0.54,0.99,3.22
Qatar,2066,46,0.52,0.95,3.22
Qatar,2066,47,0.51,0.91,3.22
Qatar,2066,48,0.51,0.88,3.22
Qatar,2066,49,0.51,0.85,3.22
Qatar,2066,50,0.50,0.82,3.22
Qatar,2066,51,0.49,0.79,3.22
Qatar,2066,52,0.48,0.75,3.22
Qatar,2066,53,0.46,0.71,3.22
Qatar,2066,54,0.44,0.66,3.22
Qatar,2066,55,0.42,0.62,3.22
Qatar,2066,56,0.40,0.57,3.22
Qatar,2066,57,0.37,0.52,3.22
Qatar,2066,58,0.34,0.46,3.22
Qatar,2066,59,0.31,0.40,3.22
Qatar,2066,60,0.28,0.34,3.22
Qatar,2066,61,0.25,0.29,3.22
Qatar,2066,62,0.18,0.20,3.22
Qatar,2066,63,0.14,0.15,3.22
Qatar,2066,64,0.11,0.14,3.22
Qatar,2066,65,0.08,0.17,3.22
Qatar,2066,66,0.06,0.23,3.22
Qatar,2066,67,0.04,0.29,3.22
Qatar,2066,68,0.04,0.33,3.22
Qatar,2066,69,0.05,0.33,3.22
Qatar,2066,70,0.08,0.32,3.22
Qatar,2066,71,0.11,0.33,3.22
Qatar,2066,72,0.15,0.36,3.22
Qatar,2066,73,0.17,0.37,3.22
Qatar,2066,74,0.19,0.38,3.22
Qatar,2066,75,0.21,0.43,3.22
Qatar,2066,76,0.23,0.51,3.22
Qatar,2066,77,0.24,0.55,3.22
Qatar,2066,78,0.24,0.54,3.22
Qatar,2066,79,0.24,0.53,3.22
Qatar,2066,80,0.23,0.54,3.22
Qatar,2066,81,0.21,0.53,3.22
Qatar,2066,82,0.20,0.52,3.22
Qatar,2066,83,0.18,0.49,3.22
Qatar,2066,84,0.16,0.45,3.22
Qatar,2066,85,0.15,0.40,3.22
Qatar,2066,86,0.13,0.35,3.22
Qatar,2066,87,0.11,0.29,3.22
Qatar,2066,88,0.10,0.24,3.22
Qatar,2066,89,0.08,0.20,3.22
Qatar,2066,90,0.07,0.16,3.22
Qatar,2066,91,0.05,0.13,3.22
Qatar,2066,92,0.04,0.10,3.22
Qatar,2066,93,0.03,0.08,3.22
Qatar,2066,94,0.03,0.06,3.22
Qatar,2066,95,0.02,0.05,3.22
Qatar,2066,96,0.02,0.03,3.22
Qatar,2066,97,0.01,0.02,3.22
Qatar,2066,98,0.01,0.01,3.22
Qatar,2066,99,0.01,0.01,3.22
Qatar,2066,100,0.01,0.01,3.22
Qatar,2067,0,0.48,0.51,3.22
Qatar,2067,1,0.48,0.50,3.22
Qatar,2067,2,0.47,0.49,3.22
Qatar,2067,3,0.46,0.48,3.22
Qatar,2067,4,0.46,0.48,3.22
Qatar,2067,5,0.45,0.47,3.22
Qatar,2067,6,0.45,0.47,3.22
Qatar,2067,7,0.45,0.47,3.22
Qatar,2067,8,0.45,0.47,3.22
Qatar,2067,9,0.45,0.47,3.22
Qatar,2067,10,0.45,0.47,3.22
Qatar,2067,11,0.45,0.47,3.22
Qatar,2067,12,0.45,0.47,3.22
Qatar,2067,13,0.45,0.47,3.22
Qatar,2067,14,0.46,0.48,3.22
Qatar,2067,15,0.46,0.48,3.22
Qatar,2067,16,0.46,0.48,3.22
Qatar,2067,17,0.47,0.49,3.22
Qatar,2067,18,0.51,0.53,3.22
Qatar,2067,19,0.53,0.57,3.22
Qatar,2067,20,0.53,0.58,3.22
Qatar,2067,21,0.53,0.62,3.22
Qatar,2067,22,0.54,0.70,3.22
Qatar,2067,23,0.55,0.81,3.22
Qatar,2067,24,0.57,0.97,3.22
Qatar,2067,25,0.59,1.16,3.22
Qatar,2067,26,0.61,1.34,3.22
Qatar,2067,27,0.62,1.49,3.22
Qatar,2067,28,0.64,1.60,3.22
Qatar,2067,29,0.65,1.69,3.22
Qatar,2067,30,0.66,1.74,3.22
Qatar,2067,31,0.66,1.76,3.22
Qatar,2067,32,0.66,1.76,3.22
Qatar,2067,33,0.65,1.74,3.22
Qatar,2067,34,0.63,1.69,3.22
Qatar,2067,35,0.61,1.63,3.22
Qatar,2067,36,0.58,1.55,3.22
Qatar,2067,37,0.56,1.48,3.22
Qatar,2067,38,0.55,1.40,3.22
Qatar,2067,39,0.53,1.31,3.22
Qatar,2067,40,0.52,1.23,3.22
Qatar,2067,41,0.51,1.15,3.22
Qatar,2067,42,0.51,1.09,3.22
Qatar,2067,43,0.50,1.03,3.22
Qatar,2067,44,0.49,0.98,3.22
Qatar,2067,45,0.50,0.95,3.22
Qatar,2067,46,0.52,0.94,3.22
Qatar,2067,47,0.51,0.90,3.22
Qatar,2067,48,0.50,0.86,3.22
Qatar,2067,49,0.50,0.84,3.22
Qatar,2067,50,0.50,0.81,3.22
Qatar,2067,51,0.49,0.78,3.22
Qatar,2067,52,0.48,0.75,3.22
Qatar,2067,53,0.46,0.71,3.22
Qatar,2067,54,0.45,0.67,3.22
Qatar,2067,55,0.43,0.62,3.22
Qatar,2067,56,0.41,0.58,3.22
Qatar,2067,57,0.39,0.54,3.22
Qatar,2067,58,0.36,0.49,3.22
Qatar,2067,59,0.33,0.44,3.22
Qatar,2067,60,0.30,0.38,3.22
Qatar,2067,61,0.28,0.32,3.22
Qatar,2067,62,0.25,0.27,3.22
Qatar,2067,63,0.18,0.19,3.22
Qatar,2067,64,0.13,0.14,3.22
Qatar,2067,65,0.10,0.13,3.22
Qatar,2067,66,0.07,0.15,3.22
Qatar,2067,67,0.05,0.21,3.22
Qatar,2067,68,0.04,0.28,3.22
Qatar,2067,69,0.04,0.32,3.22
Qatar,2067,70,0.05,0.32,3.22
Qatar,2067,71,0.08,0.31,3.22
Qatar,2067,72,0.11,0.33,3.22
Qatar,2067,73,0.15,0.35,3.22
Qatar,2067,74,0.17,0.36,3.22
Qatar,2067,75,0.19,0.37,3.22
Qatar,2067,76,0.21,0.42,3.22
Qatar,2067,77,0.22,0.50,3.22
Qatar,2067,78,0.24,0.54,3.22
Qatar,2067,79,0.24,0.53,3.22
Qatar,2067,80,0.23,0.51,3.22
Qatar,2067,81,0.22,0.53,3.22
Qatar,2067,82,0.21,0.51,3.22
Qatar,2067,83,0.19,0.50,3.22
Qatar,2067,84,0.17,0.47,3.22
Qatar,2067,85,0.16,0.42,3.22
Qatar,2067,86,0.14,0.38,3.22
Qatar,2067,87,0.12,0.32,3.22
Qatar,2067,88,0.11,0.27,3.22
Qatar,2067,89,0.09,0.22,3.22
Qatar,2067,90,0.08,0.18,3.22
Qatar,2067,91,0.06,0.14,3.22
Qatar,2067,92,0.05,0.11,3.22
Qatar,2067,93,0.04,0.09,3.22
Qatar,2067,94,0.03,0.07,3.22
Qatar,2067,95,0.02,0.05,3.22
Qatar,2067,96,0.02,0.04,3.22
Qatar,2067,97,0.01,0.03,3.22
Qatar,2067,98,0.01,0.02,3.22
Qatar,2067,99,0.01,0.01,3.22
Qatar,2067,100,0.01,0.02,3.22
Qatar,2068,0,0.49,0.51,3.22
Qatar,2068,1,0.48,0.50,3.22
Qatar,2068,2,0.48,0.50,3.22
Qatar,2068,3,0.47,0.49,3.22
Qatar,2068,4,0.46,0.48,3.22
Qatar,2068,5,0.46,0.48,3.22
Qatar,2068,6,0.45,0.47,3.22
Qatar,2068,7,0.45,0.47,3.22
Qatar,2068,8,0.45,0.47,3.22
Qatar,2068,9,0.45,0.47,3.22
Qatar,2068,10,0.44,0.46,3.22
Qatar,2068,11,0.45,0.46,3.22
Qatar,2068,12,0.45,0.47,3.22
Qatar,2068,13,0.45,0.47,3.22
Qatar,2068,14,0.45,0.47,3.22
Qatar,2068,15,0.45,0.47,3.22
Qatar,2068,16,0.46,0.48,3.22
Qatar,2068,17,0.46,0.48,3.22
Qatar,2068,18,0.50,0.53,3.22
Qatar,2068,19,0.53,0.56,3.22
Qatar,2068,20,0.53,0.58,3.22
Qatar,2068,21,0.53,0.62,3.22
Qatar,2068,22,0.54,0.70,3.22
Qatar,2068,23,0.55,0.82,3.22
Qatar,2068,24,0.57,0.97,3.22
Qatar,2068,25,0.59,1.16,3.22
Qatar,2068,26,0.61,1.34,3.22
Qatar,2068,27,0.63,1.49,3.22
Qatar,2068,28,0.65,1.61,3.22
Qatar,2068,29,0.66,1.69,3.22
Qatar,2068,30,0.67,1.74,3.22
Qatar,2068,31,0.67,1.77,3.22
Qatar,2068,32,0.67,1.77,3.22
Qatar,2068,33,0.66,1.74,3.22
Qatar,2068,34,0.64,1.70,3.22
Qatar,2068,35,0.61,1.63,3.22
Qatar,2068,36,0.59,1.55,3.22
Qatar,2068,37,0.57,1.47,3.22
Qatar,2068,38,0.55,1.39,3.22
Qatar,2068,39,0.53,1.31,3.22
Qatar,2068,40,0.52,1.23,3.22
Qatar,2068,41,0.51,1.15,3.22
Qatar,2068,42,0.50,1.08,3.22
Qatar,2068,43,0.49,1.02,3.22
Qatar,2068,44,0.48,0.96,3.22
Qatar,2068,45,0.48,0.92,3.22
Qatar,2068,46,0.49,0.90,3.22
Qatar,2068,47,0.51,0.89,3.22
Qatar,2068,48,0.49,0.86,3.22
Qatar,2068,49,0.48,0.82,3.22
Qatar,2068,50,0.49,0.80,3.22
Qatar,2068,51,0.48,0.78,3.22
Qatar,2068,52,0.48,0.75,3.22
Qatar,2068,53,0.47,0.71,3.22
Qatar,2068,54,0.45,0.67,3.22
Qatar,2068,55,0.44,0.63,3.22
Qatar,2068,56,0.42,0.59,3.22
Qatar,2068,57,0.40,0.55,3.22
Qatar,2068,58,0.38,0.51,3.22
Qatar,2068,59,0.36,0.47,3.22
Qatar,2068,60,0.33,0.42,3.22
Qatar,2068,61,0.30,0.37,3.22
Qatar,2068,62,0.27,0.31,3.22
Qatar,2068,63,0.24,0.26,3.22
Qatar,2068,64,0.18,0.17,3.22
Qatar,2068,65,0.13,0.12,3.22
Qatar,2068,66,0.10,0.11,3.22
Qatar,2068,67,0.07,0.14,3.22
Qatar,2068,68,0.05,0.20,3.22
Qatar,2068,69,0.04,0.26,3.22
Qatar,2068,70,0.04,0.30,3.22
Qatar,2068,71,0.05,0.31,3.22
Qatar,2068,72,0.08,0.31,3.22
Qatar,2068,73,0.11,0.32,3.22
Qatar,2068,74,0.14,0.35,3.22
Qatar,2068,75,0.17,0.35,3.22
Qatar,2068,76,0.19,0.36,3.22
Qatar,2068,77,0.20,0.41,3.22
Qatar,2068,78,0.22,0.49,3.22
Qatar,2068,79,0.23,0.53,3.22
Qatar,2068,80,0.23,0.51,3.22
Qatar,2068,81,0.23,0.50,3.22
